-1.991076e+00	-4.420151e+00	-1.232220e+00	-1.578462e+00	5.772567e+00	-2.100900e-01	-1.878683e+00	6.829727e-01	-8.633709e-01
-1.067733e+01	2.008848e+00	1.862685e+00	5.510379e+00	-6.000592e+00	-7.659950e-01	1.745799e+00	1.916572e-01	8.869740e-01
4.653142e+01	-2.249662e+00	-4.545569e-02	-1.567823e+00	-1.837791e+00	-9.589306e-01	-6.463316e-01	-4.413129e-01	-1.329873e+00
7.052256e+00	-3.842674e+00	-6.411665e+00	1.336134e+00	2.025782e+00	-1.391032e+00	8.979362e-01	-1.273994e-01	-1.962002e+00
1.573288e-02	-1.927295e+01	-4.957222e+00	4.015721e+00	1.373975e+01	2.906444e+00	6.721889e-01	1.434014e+00	-1.549527e-01
-1.438385e+00	4.010841e+01	-9.585831e-01	-2.175112e+00	-6.648550e+00	-2.050911e+00	-5.604145e-01	-2.417709e+00	-3.991775e-01
1.956083e+00	3.598514e+00	-4.327232e+00	4.429025e-01	-2.679939e+00	2.186224e+00	3.695143e-01	-3.937641e-01	1.192065e+00
1.848311e+00	1.240694e+00	5.060153e+00	-5.247870e-01	-4.720525e+00	3.978067e+00	2.736747e-01	5.702179e-01	1.590078e+00
-7.094428e-01	-9.152948e-01	3.720262e+01	-8.226285e-01	-1.264687e+00	-2.043067e+00	-8.610825e-01	-4.829388e-01	-5.062131e-01
4.642921e+00	-3.710154e+00	-9.799802e-01	2.511963e+01	-1.178046e+01	-2.127024e+00	1.528194e+00	-4.149346e+00	-2.726488e-01
-9.412221e+00	-1.615759e+00	-1.922430e+00	-6.993038e-01	-1.789837e+00	-7.758982e-01	6.122987e+00	2.924558e-01	1.049621e+00
-2.637273e+00	-2.076427e+00	-3.579260e-01	4.399491e+01	-5.320794e+00	-2.860039e+00	-1.439274e+00	-1.432210e+00	-4.584457e-01
-3.070775e-02	-2.401028e-01	5.945671e-01	5.683408e+00	-6.084405e-01	-4.909958e+00	-3.949057e-01	-7.390242e-02	1.518595e-02
7.468568e-01	-5.363430e+00	-3.941498e-01	-6.737644e-02	4.448715e+00	-3.648073e-01	-6.101237e-03	4.203539e+00	-1.185170e+00
-7.867542e-01	-2.262776e+00	-7.162491e-01	-2.948334e+00	4.023334e+01	-2.497041e+00	-7.643704e-01	-2.295332e+00	-8.131000e-01
2.302434e-01	2.777463e+00	1.159338e-01	2.343482e+00	1.093155e+01	-2.142370e+01	4.912522e-01	3.426220e+00	-3.968893e+00
-7.229514e-01	-4.676883e-01	-4.090133e+00	-2.862543e-01	-2.647967e+00	6.639085e+00	1.062920e+00	1.050576e+00	7.728849e+00
-5.737838e-01	-8.587604e-01	3.012186e-01	-3.370177e+00	-4.457941e+00	3.906729e+01	-4.904220e-01	-1.695692e+00	-2.832851e+00
-1.714579e+00	2.577237e-01	-3.614269e-01	-3.914715e+00	3.619178e+00	-1.458706e-01	5.926225e+00	-2.935394e+00	-1.737115e+00
-2.011083e+00	-4.264688e-01	-8.529472e-01	-4.216425e+00	3.120152e+00	9.432527e-02	2.502338e+00	-2.654014e+00	-1.671924e+00
-4.055135e-01	-6.226679e-01	-6.982794e-01	-1.206833e+00	-1.528620e+00	-6.687917e-01	3.926570e+01	-2.225688e-01	-5.233442e-01
2.170042e+00	2.784394e-01	-4.716757e-01	7.516427e-02	-1.253842e+00	8.021082e-02	5.985058e+00	4.942122e+00	-6.222153e+00
-6.672981e-01	-2.672340e+00	-7.149808e-01	-4.223865e+00	-8.700050e+00	-4.041811e+00	2.897588e+00	2.199605e+01	-9.125893e-01
-8.354307e-01	-2.671787e+00	-2.831009e-01	-1.641435e+00	-2.868752e+00	-1.340144e+00	-1.948307e+00	3.679123e+01	-1.728021e+00
1.012014e+00	-7.395274e-03	1.733365e+00	-2.048948e-02	-6.040263e+00	1.562087e+00	1.234535e+00	3.978007e+00	1.493995e+00
-4.147542e-01	-1.512347e-01	-1.526654e+00	6.071263e-01	3.586076e+00	-4.072497e+00	-1.780258e+00	-2.713622e+00	1.100416e+01
-1.111842e+00	-6.893433e-01	-6.464746e-02	-9.728273e-01	-1.859116e+00	-5.923038e-01	-4.230062e-01	-2.516001e+00	4.376667e+01
