#{"env_id": 1, "t_start": 1534924858.3933766}
r,l,t
-100,100,8202.591698
-88.933582,100,8204.608578
-100,100,8206.647737
-100,100,8208.663063
-100,100,8210.707529
-90.906348,100,8212.788422
-100,100,8214.358278
-99.051636,100,8216.379828
-100,100,8218.461935
-100,100,8220.485492
-100,100,8222.55051
-99.85542,100,8224.572959
-100,100,8226.582821
-100,100,8228.615299
-100,100,8230.678803
-97.962829,100,8232.656586
-99.884783,100,8234.625338
-80.555356,100,8236.626676
-100,100,8238.164925
-81.615348,100,8240.219624
-98.61787,100,8241.75734
-100,100,8243.74971
-99.666446,100,8245.801684
-100,100,8247.759453
-100,100,8249.84163
-100,100,8251.835479
-100,100,8253.813848
-97.930638,100,8255.370546
-100,100,8257.443129
-90.432764,100,8259.449091
-5.283612,100,8261.485082
-98.873309,100,8263.449042
-94.622657,100,8265.499691
-100,100,8267.54727
-82.182024,100,8269.560892
-99.898371,100,8271.089969
-99.686862,100,8273.05733
-100,100,8275.041347
-100,100,8277.035666
-83.554021,100,8279.020962
-97.057325,100,8280.972669
-99.132854,100,8282.949941
-95.69444,100,8284.888997
-42.803694,100,8286.437289
-100,100,8287.968373
-88.375428,100,8289.982422
-86.268024,100,8292.014899
-70.617106,100,8293.543993
-100,100,8295.591561
-81.122554,100,8297.652559
-100,100,8299.198287
-100,100,8301.217217
-97.729199,100,8303.208529
-99.930449,100,8305.202531
-100,100,8307.178302
-82.42077,100,8309.166105
-94.85065,100,8310.676632
-100,100,8312.755564
-93.658235,100,8314.748623
-100,100,8316.264667
-76.22629,100,8318.30482
-99.329258,100,8319.881025
-100,100,8321.921077
-99.280739,100,8323.965643
-96.025194,100,8326.020184
-100,100,8328.260201
-100,100,8330.312299
-87.502666,100,8332.303678
-90.339475,100,8333.844342
-83.097045,100,8335.800561
-100,100,8337.858049
-100,100,8339.801447
-100,100,8341.74975
-99.818338,100,8343.76362
-99.176918,100,8345.789147
-100,100,8347.751381
-92.292457,100,8349.695175
-78.737633,100,8351.656713
-97.619522,100,8353.176745
-95.714735,100,8355.192267
-86.44051,100,8357.186587
-81.355759,100,8360.756422
-97.509254,100,8362.36132
-100,100,8364.391792
-69.556716,100,8366.464321
-100,100,8368.50474
-75.24666,100,8370.498771
-94.351639,100,8372.043439
-97.990743,100,8374.066355
-97.967752,100,8376.046242
-76.90015,100,8378.048847
-81.764744,100,8380.041733
-100,100,8381.578333
-46.441159,100,8383.546634
-100,100,8385.110681
-92.398314,100,8387.110564
-100,100,8388.675739
-99.653468,100,8390.705874
-99.45538,100,8392.767373
-100,100,8394.779295
-97.297506,100,8396.741028
-20.576121,100,8398.735348
-100,100,8400.770274
-74.513287,100,8402.73208
-99.83908,100,8404.681907
-100,100,8406.618188
-12.066751,100,8408.647679
-25.769603,100,8410.66915
-100,100,8412.750176
-100,100,8414.760074
-100,100,8416.746545
-100,100,8418.794608
-99.83861,100,8420.772595
-100,100,8422.800899
-96.920994,100,8424.792635
-100,100,8426.813582
-73.438763,100,8428.802943
-99.999537,100,8430.847452
-100,100,8432.914492
-97.223553,100,8434.938444
-88.630337,100,8437.022058
-92.1943,100,8439.001892
-97.822651,100,8441.024506
-95.124509,100,8443.053015
-71.446697,100,8445.095082
-100,100,8447.146713
-98.857319,100,8449.1575
-100,100,8451.11535
-95.096492,100,8453.210047
-100,100,8455.166052
-85.979323,100,8457.184325
-84.534502,100,8459.180257
-99.355114,100,8461.201247
-100,100,8463.223141
-98.868933,100,8465.240568
-99.586555,100,8467.257996
-97.972937,100,8469.235281
-90.919539,100,8471.219141
-100,100,8472.740385
-100,100,8474.774865
-98.18535,100,8476.810448
-100,100,8478.342183
-99.968698,100,8480.3604
-100,100,8482.331407
-94.924888,100,8484.404492
-53.641115,100,8485.931642
-99.709453,100,8487.448397
-100,100,8489.442472
-69.228154,100,8491.464454
-77.400681,100,8493.434852
-91.214398,100,8494.981477
-100,100,8496.96478
-99.74896,100,8498.960336
-97.802702,100,8500.98931
-99.394079,100,8502.999233
-100,100,8505.00759
-100,100,8507.005029
-60.734209,100,8508.544193
-99.881151,100,8510.548958
-94.530532,100,8512.523224
-100,100,8514.040907
-100,100,8516.078844
-50.467442,100,8518.085283
-100,100,8520.099768
-91.175504,100,8522.134192
-100,100,8524.113478
-100,100,8526.125846
-100,100,8528.092092
-100,100,8530.109979
-100,100,8532.136552
-94.395518,100,8534.137458
-93.288998,100,8535.63395
-100,100,8537.159018
-100,100,8539.135819
-61.802394,100,8541.168296
-100,100,8543.18623
-98.456711,100,8545.197596
-98.188726,100,8547.21209
-98.560824,100,8549.157261
-100,100,8551.221877
-100,100,8553.247891
-97.139809,100,8556.932876
-100,100,8558.534145
-100,100,8560.574992
-100,100,8562.558338
-98.952432,100,8564.64045
-37.203192,100,8566.728017
-52.208584,100,8568.733037
-99.787741,100,8570.735992
-99.600624,100,8572.75742
-99.067094,100,8574.790961
-100,100,8576.793816
-100,100,8578.771093
-85.288845,100,8580.768477
-90.210761,100,8582.302733
-88.212699,100,8584.296416
-94.453683,100,8586.349053
-100,100,8588.382537
-90.398899,100,8590.409181
-61.463887,100,8591.951352
-83.459232,100,8593.508559
-100,100,8595.526537
-59.645339,100,8597.529882
-96.105739,100,8599.590878
-99.578071,100,8601.656482
-99.989095,100,8603.659323
-100,100,8605.627627
-31.261744,100,8607.594427
-96.564379,100,8609.125532
-100,100,8611.159067
-90.81972,100,8613.121929
-99.997467,100,8614.637164
-91.076841,100,8616.63852
-100,100,8618.163913
-100,100,8620.127152
-59.709908,100,8622.17931
-89.338616,100,8623.719086
-100,100,8625.282255
-96.207642,100,8627.289613
-95.504089,100,8628.803716
-63.559717,100,8630.806218
-62.958706,100,8632.328369
-100,100,8634.345353
-93.588151,100,8636.406405
-100,100,8638.360195
-71.175113,100,8640.395556
-100,100,8642.415945
-99.198699,100,8644.414906
-84.590671,100,8646.416802
-99.521294,100,8648.382099
-97.373889,100,8650.417027
-100,100,8652.423435
-97.025855,100,8654.433896
-100,100,8656.44687
-43.755413,100,8658.448283
-99.958685,100,8660.423222
-78.673663,100,8662.469344
-100,100,8664.030609
-100,100,8666.009444
-100,100,8668.065094
-99.947843,100,8670.093284
-100,100,8672.100752
-97.008618,100,8674.106364
-100,100,8675.639077
-99.405745,100,8677.650526
-100,100,8679.671417
-100,100,8681.719484
-89.043552,100,8683.739856
-95.516207,100,8685.77784
-70.15472,100,8687.763973
-100,100,8689.785021
-13.783387,100,8691.784409
-95.035703,100,8693.300005
-68.27132,100,8695.293921
-90.095547,100,8696.829516
-98.086509,100,8698.34517
-97.712016,100,8700.367118
-79.806921,100,8702.405611
-97.940668,100,8703.921263
-92.029874,100,8705.946459
-88.702444,100,8707.463029
-99.629313,100,8709.000239
-100,100,8710.971051
-99.632858,100,8712.939301
-83.409765,100,8714.95535
-100,100,8716.475548
-100,100,8718.44444
-43.00341,100,8720.45837
-98.412543,100,8721.958396
-95.413276,100,8723.935835
-99.488102,100,8725.946706
-85.543088,100,8727.917561
-80.410801,100,8729.932595
-100,100,8731.912596
-100,100,8733.940006
-90.494329,100,8735.996098
-100,100,8737.981394
-100,100,8739.962233
-93.948021,100,8741.982168
-100,100,8744.013587
-97.984538,100,8746.042499
-93.881463,100,8749.693319
-99.368336,100,8751.303769
-100,100,8753.378357
-97.94536,100,8755.381871
-99.786124,100,8756.926492
-65.507088,100,8758.929332
-100,100,8760.990887
-99.941515,100,8763.058403
-99.610709,100,8765.109993
-99.058234,100,8767.121465
-51.632407,100,8769.177951
-100,100,8771.212096
-100,100,8773.2691
-100,100,8775.381345
-97.746515,100,8777.488519
-24.59855,100,8779.596642
-75.628651,100,8781.709
-81.238165,100,8783.311833
-100,100,8784.917228
-96.336911,100,8787.00298
-97.634364,100,8789.062528
-100,100,8791.19416
-100,100,8793.252222
-90.398609,100,8795.360703
-94.128491,100,8796.969494
-100,100,8799.043527
-100,100,8801.098509
-100,100,8803.187244
-100,100,8805.245342
-100,100,8807.347547
-36.940006,100,8809.438124
-100,100,8811.49812
-99.826013,100,8813.554768
-99.812234,100,8815.619985
-93.477077,100,8817.653959
-99.649055,100,8819.749049
-62.139949,100,8821.80403
-94.238348,100,8823.880716
-100,100,8825.950359
-100,100,8828.027059
-97.580308,100,8830.073675
-98.22678,100,8832.114831
-75.079445,100,8834.150261
-84.144371,100,8835.701956
-99.646113,100,8837.693566
-85.963212,100,8839.788155
-97.245353,100,8841.793113
-100,100,8843.802583
-100,100,8845.907408
-100,100,8847.982444
-99.094894,100,8850.063043
-100,100,8852.152619
-22.824984,100,8854.185418
-85.824004,100,8855.733868
-80.054773,100,8857.772468
-100,100,8859.813412
-66.572256,100,8861.935625
-100,100,8863.495344
-100,100,8865.587296
-100,100,8867.679559
-99.690168,100,8869.735042
-95.424974,100,8871.794035
-96.993732,100,8873.842654
-99.794871,100,8875.843549
-100,100,8877.887055
-97.624991,100,8879.923991
-100,100,8882.004585
-89.144334,100,8884.158832
-100,100,8885.697504
-100,100,8887.761119
-100,100,8889.775692
-99.449944,100,8891.88532
-99.904856,100,8893.931083
-78.652361,100,8895.997694
-91.120551,100,8897.57606
-100,100,8899.155311
-99.011009,100,8901.178798
-100,100,8903.196687
-98.17272,100,8905.220072
-100,100,8907.258542
-87.62595,100,8909.294514
-76.307993,100,8910.82609
-100,100,8912.389292
-100,100,8914.460401
-77.463555,100,8916.523434
-39.065429,100,8918.54792
-89.955074,100,8920.537338
-100,100,8922.6522
-100,100,8924.763486
-100,100,8926.808592
-99.453873,100,8928.884167
-99.871969,100,8931.137218
-100,100,8933.143606
-100,100,8935.188047
-83.220662,100,8937.231691
-98.516091,100,8938.750789
-100,100,8940.841854
-23.95239,100,8942.898379
-100,100,8944.432459
-99.863438,100,8946.502467
-69.765353,100,8950.177893
-100,100,8951.809234
-99.279539,100,8953.937338
-100,100,8956.007056
-100,100,8958.037089
-100,100,8960.110666
-100,100,8962.16947
-99.916203,100,8964.273625
-100,100,8966.28303
-100,100,8968.319568
-67.572408,100,8970.387789
-96.34358,100,8972.45529
-100,100,8974.041056
-99.986124,100,8976.057423
-15.27362,100,8978.122528
-100,100,8980.154606
-100,100,8982.239748
-67.223778,100,8984.279788
-99.661613,100,8986.330841
-100,100,8988.422008
-99.853762,100,8990.437373
-75.12503,100,8992.489875
-86.200195,100,8994.067074
-100,100,8996.112084
-100,100,8998.124494
-79.088653,100,9000.178586
-59.06558,100,9002.285746
-100,100,9004.299371
-80.48257,100,9006.382524
-100,100,9008.470188
-100,100,9010.543274
-100,100,9012.650699
-80.244737,100,9014.745253
-99.807244,100,9016.896588
-90.048914,100,9018.970292
-99.947758,100,9020.519693
-100,100,9022.618333
-100,100,9024.667672
-71.74656,100,9026.726761
-100,100,9028.795318
-94.559284,100,9030.844327
-11.824245,100,9032.388991
-58.145739,100,9033.976268
-76.764195,100,9036.010681
-100,100,9037.570505
-75.069676,100,9039.673322
-100,100,9041.227015
-100,100,9043.244384
-68.091917,100,9045.301357
-100,100,9046.8445
-82.346277,100,9048.910553
-99.855947,100,9050.464602
-90.998789,100,9052.009712
-90.817649,100,9053.574985
-100,100,9055.124705
-99.738148,100,9057.148144
-100,100,9059.211279
-72.946413,100,9061.28195
-91.970034,100,9063.315466
-90.560846,100,9065.369084
-75.501509,100,9067.464314
-91.665014,100,9069.506748
-100,100,9071.0669
-72.332861,100,9073.184535
-100,100,9075.205279
-97.313314,100,9077.254231
-77.185012,100,9079.283134
-99.454616,100,9081.359282
-90.131157,100,9083.408902
-95.732005,100,9084.965771
-100,100,9086.990685
-100,100,9089.077738
-75.323327,100,9091.123257
-98.264191,100,9093.268465
-96.582924,100,9095.327444
-65.631428,100,9097.423067
-95.018084,100,9099.470584
-100,100,9101.498546
-86.94435,100,9103.519194
-99.452776,100,9105.545143
-76.664399,100,9107.602116
-100,100,9109.662202
-67.203605,100,9111.704293
-96.48985,100,9113.847107
-100,100,9115.896115
-70.727728,100,9117.979881
-100,100,9119.516074
-23.221419,100,9121.592299
-100,100,9123.141922
-100,100,9125.153274
-100,100,9127.19827
-100,100,9129.250229
-100,100,9131.273112
-92.469364,100,9133.320168
-84.53219,100,9135.386781
-100,100,9137.463363
-98.698553,100,9139.548966
-70.328556,100,9141.572407
-99.872161,100,9143.145596
-47.633645,100,9145.174602
-94.937479,100,9148.92768
-100,100,9151.069881
-99.85168,100,9153.13148
-99.62668,100,9155.189455
-100,100,9157.406403
-89.349822,100,9159.509046
-100,100,9161.601674
-100,100,9163.685385
-41.775943,100,9165.773053
-100,100,9167.304629
-88.837433,100,9169.413779
-100,100,9171.516888
-100,100,9173.649804
-100,100,9175.729406
-100,100,9177.792016
-100,100,9179.893652
-100,100,9181.935185
-74.166213,100,9184.032373
-100,100,9185.588514
-100,100,9187.656523
-58.336096,100,9189.764178
-57.341467,100,9191.295809
-100,100,9193.368933
-96.04866,100,9195.442122
-100,100,9197.488621
-99.837517,100,9199.530545
-99.885829,100,9201.53045
-96.498772,100,9203.589502
-99.478844,100,9205.135686
-49.281247,100,9207.233384
-100,100,9208.812095
-100,100,9210.916208
-99.931883,100,9212.970241
-100,100,9215.04544
-73.603642,100,9217.085036
-62.529004,100,9218.633852
-95.079237,100,9220.177107
-100,100,9222.243728
-84.180505,100,9224.286677
-99.966729,100,9225.840823
-99.016564,100,9227.894975
-100,100,9230.002095
-100,100,9232.031509
-100,100,9234.12319
-100,100,9236.174412
-92.952512,100,9238.269607
-98.529934,100,9240.375309
-100,100,9242.437861
-73.360751,100,9244.51558
-100,100,9246.568611
-100,100,9248.687764
-96.959747,100,9250.773829
-85.414357,100,9252.870756
-100,100,9254.406414
-90.665717,100,9256.42636
-99.293527,100,9258.487859
-39.035356,100,9260.528303
-99.697932,100,9262.09955
-99.116866,100,9264.180615
-99.873134,100,9266.225737
-100,100,9268.315626
-100,100,9270.339525
-100,100,9272.439429
-94.957521,100,9274.5026
-67.567379,100,9276.559629
-99.267242,100,9278.664799
-100,100,9280.840758
-99.875555,100,9282.954416
-100,100,9285.030059
-99.014053,100,9287.160242
-91.818378,100,9289.218731
-95.768099,100,9291.263415
-99.926258,100,9293.302401
-99.701122,100,9295.386567
-99.754706,100,9297.500805
-100,100,9299.622966
-100,100,9301.725074
-94.150714,100,9303.787132
-100,100,9305.344894
-100,100,9307.465605
-89.571936,100,9309.552284
-100,100,9311.626873
25.050515,100,9313.706592
-100,100,9315.304072
-99.76608,100,9317.335626
-100,100,9319.390838
-58.005231,100,9321.42327
-93.8937,100,9323.604628
-96.548517,100,9325.152467
-100,100,9327.305907
-100,100,9329.427175
-99.580202,100,9331.454638
-100,100,9333.578515
-99.928967,100,9335.603917
-69.406663,100,9337.642515
-100,100,9339.155634
-69.857373,100,9341.167145
-88.27407,100,9343.238109
-100,100,9344.773244
-93.11967,100,9346.860366
-100,100,9350.64299
-94.293927,100,9352.760146
-99.55271,100,9354.86837
-99.582401,100,9356.968678
-93.467115,100,9359.072859
-76.403271,100,9361.146357
-97.639092,100,9363.217942
-75.953105,100,9365.302855
-100,100,9367.345851
-96.372419,100,9369.473025
-66.192899,100,9371.628275
-31.037474,100,9373.743012
-100,100,9375.298474
-92.281105,100,9377.373162
-100,100,9379.411648
-95.839883,100,9381.515761
-98.265002,100,9383.072074
-100,100,9385.142205
-83.28759,100,9387.220857
12.590201,100,9388.77462
-78.104429,100,9390.307052
-99.713293,100,9392.375785
-99.708949,100,9394.479397
-100,100,9396.593087
-76.118353,100,9398.701768
-46.009555,100,9400.238423
-58.426228,100,9401.812328
-66.023082,100,9403.846873
-100,100,9405.414666
-16.940431,100,9407.505406
-100,100,9409.052642
-100,100,9411.136979
-95.485044,100,9413.162883
-99.755139,100,9415.235102
-88.756167,100,9417.257268
-100,100,9418.829474
-99.9014,100,9420.911027
-100,100,9423.051842
-100,100,9425.139914
-100,100,9427.215132
-100,100,9429.270716
-89.70179,100,9431.359559
-56.891108,100,9433.457258
-100,100,9435.597627
-99.81437,100,9437.693274
-100,100,9439.786227
-60.696947,100,9441.896983
-100,100,9443.455752
-97.497512,100,9445.527119
-78.54015,100,9447.615239
-100,100,9449.694399
-74.282569,100,9451.80458
-100,100,9453.897778
-71.0317,100,9455.973315
-96.825857,100,9458.03131
-100,100,9460.157991
-91.443629,100,9462.245059
-93.160718,100,9463.803215
-100,100,9465.911516
-80.619832,100,9468.0814
-100,100,9470.139941
-100,100,9472.210464
-91.085226,100,9474.294524
-99.935318,100,9476.405709
-86.043283,100,9478.467208
-99.981541,100,9480.569465
-82.453537,100,9482.74793
-90.561538,100,9484.300683
-96.904858,100,9485.862449
-97.881473,100,9487.931564
-100,100,9490.013511
-100,100,9492.059469
-100,100,9494.184634
-100,100,9496.267748
-97.770492,100,9498.285586
-98.628965,100,9500.365242
-100,100,9502.519653
-64.923757,100,9504.672298
-57.077259,100,9506.196367
-94.444187,100,9507.742546
-96.492472,100,9509.300266
-78.942855,100,9511.390956
-100,100,9513.420071
-97.525746,100,9515.52123
-100,100,9517.689608
-94.271738,100,9519.836333
-99.465965,100,9521.398501
-100,100,9523.488688
-74.877389,100,9525.57982
-100,100,9527.128952
-100,100,9529.195015
-93.591429,100,9531.275568
-100,100,9533.576322
-96.216567,100,9535.724106
-99.470144,100,9537.818851
-100,100,9539.882879
-99.775547,100,9542.049399
-100,100,9544.089842
-79.023545,100,9546.145338
-96.059615,100,9547.741095
-77.226954,100,9551.104159
-86.336198,100,9552.676854
-99.747695,100,9554.720086
-100,100,9556.846759
-84.654346,100,9558.937497
-100,100,9561.018549
-87.863578,100,9563.106117
-100,100,9565.215856
-99.849182,100,9567.35203
-100,100,9569.406043
-100,100,9571.502727
-89.366825,100,9573.532685
-100,100,9575.068963
-97.922945,100,9577.189439
-100,100,9579.344206
-100,100,9581.447403
-100,100,9583.575135
-98.651533,100,9585.785186
-100,100,9587.901833
-99.619711,100,9590.004997
-71.469476,100,9592.065494
-88.488002,100,9594.155112
-100,100,9595.720288
-70.825338,100,9597.793721
-100,100,9599.836825
-99.866792,100,9601.951571
-100,100,9604.064205
-100,100,9606.135231
-86.517325,100,9608.191833
-100,100,9609.726533
-100,100,9611.821789
-86.366691,100,9613.922392
-99.62225,100,9615.497092
-100,100,9617.544337
-100,100,9619.622879
-100,100,9621.65697
-100,100,9623.702973
-100,100,9625.843182
-100,100,9627.953369
-100,100,9630.03949
-78.160639,100,9632.178358
-100,100,9634.274281
-100,100,9636.367975
-100,100,9638.515041
-100,100,9640.634863
-91.810578,100,9642.745109
-100,100,9644.811279
-78.546774,100,9646.911427
-100,100,9648.972926
-100,100,9651.067511
-100,100,9653.161612
-100,100,9655.241407
-87.456783,100,9657.361115
-63.64454,100,9659.477865
-9.533928,100,9661.559735
-96.063221,100,9663.13655
-93.789851,100,9665.255201
-100,100,9667.390062
-59.486395,100,9669.540939
-94.138172,100,9671.584547
-99.073974,100,9673.714654
-98.079638,100,9675.857382
-100,100,9677.387531
-81.634795,100,9679.460186
-100,100,9681.512713
-85.784368,100,9683.610353
-99.751069,100,9685.735079
-98.183519,100,9687.846224
-99.502913,100,9689.92226
-71.660079,100,9691.976798
-100,100,9694.066911
-94.811389,100,9696.127826
-100,100,9698.264257
-87.658368,100,9700.325756
-94.892403,100,9702.431874
-47.701009,100,9704.585619
-91.074775,100,9706.70161
-100,100,9708.762608
-100,100,9710.854297
-87.084212,100,9712.946378
-100,100,9715.126694
-100,100,9717.173705
-91.918188,100,9719.271404
-83.679819,100,9721.381423
-89.83361,100,9723.443141
-100,100,9725.531373
-100,100,9727.586464
-100,100,9729.680605
-99.459812,100,9731.739598
-96.826489,100,9733.800147
-100,100,9735.353792
-99.718465,100,9737.460064
-100,100,9739.555652
-99.523273,100,9741.693914
-100,100,9743.797097
-99.995673,100,9745.875702
-99.89233,100,9747.992437
-99.68068,100,9750.09109
-56.260931,100,9752.149426
-99.892635,100,9753.696567
-97.669625,100,9757.720813
-99.911943,100,9759.869258
-100,100,9761.96751
-100,100,9764.075132
-100,100,9766.180353
-100,100,9768.227006
-83.644373,100,9770.318585
-99.920078,100,9771.94342
-98.081797,100,9774.063849
-98.546641,100,9776.151027
-99.840389,100,9778.212708
-100,100,9780.32827
-99.151245,100,9782.46764
-100,100,9784.60966
-98.752936,100,9786.749518
-60.970977,100,9788.88638
-100,100,9790.420974
-99.242666,100,9792.508598
-100,100,9794.568639
-100,100,9796.687013
-100,100,9798.825771
-83.729925,100,9800.899302
-100,100,9802.449437
-99.833637,100,9804.606691
-99.58435,100,9806.692363
-100,100,9808.85018
-91.689456,100,9810.974345
-80.507483,100,9813.055899
-100,100,9815.175149
-75.747316,100,9817.239711
-100,100,9819.306836
-100,100,9821.40103
-100,100,9823.530762
-100,100,9825.579229
-100,100,9827.667299
-100,100,9829.77442
-100,100,9831.888373
-38.800747,100,9833.98006
-89.927194,100,9835.534707
-96.29045,100,9837.659445
-100,100,9839.82533
-63.89027,100,9841.950313
-100,100,9843.479944
-100,100,9845.584168
-90.856205,100,9847.73039
-100,100,9849.310606
-99.925717,100,9851.408701
-100,100,9853.484295
-98.817687,100,9855.650683
-100,100,9857.712183
-97.442695,100,9859.832851
-100,100,9862.01066
-100,100,9864.085208
-100,100,9866.165256
-100,100,9868.263685
-49.574572,100,9870.351412
-84.185763,100,9872.50685
-85.229532,100,9874.035724
-79.902573,100,9875.589477
-39.742538,100,9877.755819
-41.044564,100,9879.913238
-82.575201,100,9881.448386
-99.793645,100,9883.552121
-98.940285,100,9885.620737
-95.796521,100,9887.739325
-100,100,9889.8636
-100,100,9891.917076
-96.229487,100,9894.090036
-97.135559,100,9895.647188
-98.699532,100,9897.733809
-100,100,9899.86092
-99.1406,100,9901.968041
-26.811607,100,9904.061232
-98.969156,100,9905.600837
-83.607134,100,9907.716088
-97.870907,100,9909.822369
-100,100,9911.898955
-100,100,9914.038718
-100,100,9916.145876
-100,100,9918.286147
-99.470051,100,9920.414828
-95.713297,100,9922.547632
-45.719447,100,9924.659914
-100,100,9926.199626
-89.443792,100,9928.428385
-100,100,9930.572822
-76.962013,100,9932.738207
-100,100,9934.884581
-86.691431,100,9937.008936
-89.083655,100,9939.13076
-98.937961,100,9940.685452
-100,100,9942.767828
-100,100,9944.8935
-61.238307,100,9946.986748
-83.527357,100,9948.552925
-99.053737,100,9950.664558
-82.660286,100,9952.76176
-98.436501,100,9954.306946
-99.686354,100,9956.475434
1.21244,100,9958.554578
-76.42019,100,9962.013364
-99.706477,100,9963.547592
-75.010982,100,9965.641725
-93.400801,100,9967.745445
-99.777338,100,9969.931777
-100,100,9971.9699
-99.880993,100,9974.113726
-98.351759,100,9976.238026
-100,100,9978.394835
-92.161862,100,9980.546728
-100,100,9982.649442
-100,100,9984.81132
-88.581139,100,9986.958329
-99.911572,100,9988.653351
-98.185216,100,9990.754531
-100,100,9992.303664
-98.851479,100,9994.412769
-100,100,9996.555587
-100,100,9998.722924
-90.934561,100,10000.874774
-100,100,10002.415885
-100,100,10004.585176
-83.095343,100,10006.726895
-100,100,10008.268006
-96.304987,100,10010.351117
-97.755382,100,10011.874325
-100,100,10014.046219
-99.227862,100,10016.167933
-98.134573,100,10018.269038
-100,100,10020.363623
-100,100,10022.460264
-100,100,10024.574501
-31.033391,100,10026.749812
-100,100,10028.295989
-68.584414,100,10030.348571
-68.310288,100,10032.599576
-100,100,10034.752934
-100,100,10036.870583
-99.536978,100,10039.024329
-96.070924,100,10041.124944
-99.669144,100,10043.205495
-95.76658,100,10045.274121
-100,100,10047.35818
-96.724331,100,10049.547518
-99.428452,100,10051.683719
-98.371418,100,10053.863532
-99.286185,100,10055.949708
-91.812664,100,10058.084962
-99.3659,100,10060.240924
-100,100,10062.349156
-96.615155,100,10064.461506
-100,100,10066.591296
-100,100,10068.725059
-100,100,10070.860865
-100,100,10072.950826
-92.882686,100,10075.058437
-100,100,10077.178647
-84.55885,100,10079.241561
-100,100,10080.78735
-100,100,10082.905106
-87.104113,100,10085.037922
-97.334322,100,10087.150054
-99.719043,100,10089.229657
-93.693177,100,10091.331982
-100,100,10092.872201
-100,100,10095.016585
-100,100,10097.136698
-100,100,10099.207723
-100,100,10101.355907
-54.071823,100,10103.454711
-100,100,10105.02011
-100,100,10107.187453
-100,100,10109.378847
-97.073655,100,10111.560188
-100,100,10113.721619
-96.285427,100,10115.805969
-90.695377,100,10117.896173
-100,100,10120.057052
-100,100,10122.161223
-99.958945,100,10124.310558
-99.377738,100,10126.41926
-23.761306,100,10128.49389
-82.315431,100,10130.036608
-94.510123,100,10132.133702
-99.68986,100,10134.245836
-99.99613,100,10136.757917
-95.925707,100,10138.926715
-100,100,10140.467006
-97.274022,100,10142.596908
-100,100,10144.70213
-98.870019,100,10146.852867
-98.246712,100,10148.943004
-99.418552,100,10151.056697
-89.466681,100,10153.130785
-98.673143,100,10155.318233
-99.975947,100,10156.894437
-100,100,10158.45315
-100,100,10160.518206
-88.604408,100,10162.615373
-76.448158,100,10164.148964
-100,100,10168.114604
-100,100,10170.285607
-73.773336,100,10172.435843
-94.484286,100,10173.989581
-100,100,10176.089292
-100,100,10178.27011
-100,100,10180.439967
-100,100,10182.582182
-97.819213,100,10184.703391
-25.355182,100,10186.842431
-92.271602,100,10188.38605
-99.976806,100,10190.529267
-100,100,10192.631429
-100,100,10194.747355
-100,100,10196.898704
-99.156009,100,10199.006328
-78.239095,100,10201.088487
-100,100,10203.247747
-100,100,10205.360526
-87.034312,100,10207.515884
-61.524752,100,10209.700317
-97.627589,100,10211.292144
-40.84214,100,10213.516144
-100,100,10215.701073
-94.06414,100,10217.864399
-95.840987,100,10219.425617
-100,100,10221.523766
-47.465042,100,10223.630742
-93.493814,100,10225.212963
-99.965066,100,10226.779805
-99.981589,100,10228.995766
-100,100,10231.171069
-63.220139,100,10233.364094
-99.835314,100,10235.534938
-100,100,10237.729445
-100,100,10239.881296
-87.693998,100,10242.073753
-100,100,10244.238046
-100,100,10245.821771
-74.205944,100,10248.057846
-100,100,10250.145537
-100,100,10252.36705
-99.656938,100,10254.478683
-80.862423,100,10256.56926
-99.799169,100,10258.694528
-50.214072,100,10260.779202
-99.822703,100,10262.344879
-100,100,10264.480075
-100,100,10266.643952
-92.950009,100,10268.748218
-100,100,10270.8968
-99.410809,100,10273.071817
-100,100,10275.247393
-100,100,10277.395189
-99.860965,100,10279.529252
-100,100,10281.732681
-98.538147,100,10283.874896
-99.034709,100,10286.03328
-96.681601,100,10288.213639
-100,100,10290.426094
-100,100,10292.646272
-94.099571,100,10294.75894
-99.890316,100,10296.849015
-100,100,10298.968214
-65.527424,100,10301.112935
-99.983159,100,10302.675604
-100,100,10304.889394
-100,100,10307.065754
-94.000796,100,10309.196047
-100,100,10310.728745
-100,100,10312.903651
-99.461883,100,10315.025587
-100,100,10317.19203
-100,100,10319.315693
-100,100,10321.436453
-100,100,10323.584633
-99.674746,100,10325.763101
-77.460915,100,10327.940512
-100,100,10329.538326
-97.576117,100,10331.683547
-96.973824,100,10333.818743
-100,100,10335.901299
-100,100,10338.002657
-99.900741,100,10340.085364
-100,100,10342.233597
-100,100,10344.335202
-97.752804,100,10346.481035
-100,100,10348.641301
-96.779348,100,10350.803632
-96.906477,100,10352.901775
-100,100,10354.988878
-100,100,10357.100055
-88.274324,100,10359.267384
-100,100,10361.468254
-64.014779,100,10363.631525
-98.837718,100,10365.801814
-99.559563,100,10367.933509
-43.21683,100,10370.067039
-97.235779,100,10372.269989
-100,100,10374.3903
-100,100,10378.312361
-98.799176,100,10380.49505
-99.570235,100,10382.724113
-86.020805,100,10384.921091
-90.190171,100,10386.509829
-73.77141,100,10388.633549
-85.650629,100,10390.851967
-96.728691,100,10392.97719
-95.130385,100,10394.53635
-100,100,10396.689144
-78.947428,100,10398.842444
-82.079609,100,10401.009262
-99.76712,100,10402.57192
