#{"env_id": 1, "t_start": 1534924858.3933766}
r,l,t
-84.607126,100,2802.67224
-100,100,2805.335781
-93.703671,100,2807.891898
-99.960049,100,2810.494013
-72.363478,100,2813.111373
-85.151398,100,2815.697176
-99.699503,100,2818.299069
-99.398699,100,2820.885841
-98.417391,100,2823.466111
-100,100,2826.03865
-100,100,2828.670579
-96.514477,100,2831.256837
-100,100,2833.874165
-100,100,2836.42932
-80.720571,100,2838.978994
-100,100,2841.60099
-96.584767,100,2844.156034
-100,100,2846.741966
-100,100,2849.360412
-95.817661,100,2851.977353
-100,100,2854.549071
-41.76843,100,2857.152312
-99.894646,100,2859.439484
-100,100,2862.003026
-100,100,2864.640383
-100,100,2867.241235
-96.588728,100,2869.842595
-100,100,2872.444507
-65.978549,100,2875.010103
-91.166872,100,2877.581042
-100,100,2880.167613
-73.514133,100,2882.751186
-99.724891,100,2885.368476
-100,100,2887.953209
-100,100,2890.470927
-100,100,2892.98791
-100,100,2895.537125
-100,100,2898.494656
-100,100,2901.012616
-100,100,2903.561915
-100,100,2906.079559
-100,100,2908.619404
-96.46148,100,2911.120256
-100,100,2913.655234
-99.687683,100,2916.241581
-100,100,2918.573305
-100,100,2921.192164
-100,100,2923.717797
-100,100,2926.266197
-83.664511,100,2928.821273
-100,100,2931.338916
-100,100,2933.887256
-100,100,2936.389569
-99.994009,100,2938.976132
-100,100,2941.493418
-100,100,2944.012271
-77.201139,100,2946.535487
-77.230506,100,2949.083999
-100,100,2951.670663
-99.873035,100,2954.187935
-62.777749,100,2956.673148
-100,100,2959.021064
-100,100,2961.476238
-37.951152,100,2964.145635
-100,100,2966.709829
-41.053908,100,2969.26603
-88.696156,100,2971.553062
-100,100,2973.73425
-100,100,2976.261353
-93.664498,100,2978.69588
-100,100,2980.800205
-100,100,2983.288652
-77.258115,100,2985.737776
-100,100,2988.195027
-100,100,2990.645451
-100,100,2993.101766
-97.345164,100,2995.567701
-85.504207,100,2998.011993
-82.889421,100,3000.200343
-100,100,3002.520744
-94.973141,100,3005.769071
-100,100,3008.094814
-100,100,3010.678187
-100,100,3013.182757
-95.192159,100,3015.63853
-100,100,3017.939718
-78.460973,100,3020.388915
-99.933917,100,3022.930769
-96.529581,100,3025.481547
-58.886153,100,3027.969472
-100,100,3030.441183
-93.101147,100,3032.993338
-100,100,3035.233509
-100,100,3037.785487
-99.870608,100,3040.204485
-91.500455,100,3042.762796
-100,100,3045.266915
-92.86991,100,3047.732579
-100,100,3050.204187
-96.161095,100,3052.661356
-98.910921,100,3055.181444
-100,100,3057.670072
-100,100,3060.12037
-98.368919,100,3062.577198
-89.584924,100,3065.113338
-98.770927,100,3067.347404
-100,100,3069.890066
-92.806108,100,3072.395277
-100,100,3074.897909
-99.967161,100,3077.433047
-100,100,3079.983341
-98.830617,100,3082.50894
-100,100,3084.813262
-89.182577,100,3087.348843
-98.250341,100,3089.599408
-92.496733,100,3092.041403
-100,100,3094.530045
-82.665729,100,3096.979442
-100,100,3099.213583
-100,100,3101.669589
-100,100,3104.173376
-100,100,3106.724078
-98.659686,100,3109.211734
-52.815558,100,3111.684005
-62.358354,100,3114.155796
-100,100,3116.675613
-97.626051,100,3119.228158
-100,100,3121.447227
-58.996349,100,3123.975739
-91.608301,100,3126.479376
-99.60828,100,3128.984246
-74.3246,100,3131.518872
-100,100,3133.993914
-99.069599,100,3136.443438
-77.415755,100,3138.915305
-92.800442,100,3141.150094
-100,100,3143.33731
-83.363741,100,3145.808191
-98.3681,100,3148.011425
-97.139573,100,3150.483682
-100,100,3152.972227
-99.929781,100,3155.460376
-78.13907,100,3157.894449
-100,100,3160.314661
-100,100,3162.802737
-88.172228,100,3165.252596
-98.791845,100,3167.455323
-88.204628,100,3169.959286
-93.413886,100,3172.26179
-99.796532,100,3174.486541
-81.275604,100,3176.936409
-96.544309,100,3179.20816
-100,100,3181.695264
-100,100,3184.175516
-76.145785,100,3186.69968
-100,100,3189.16492
-100,100,3191.584044
-79.238217,100,3193.969635
-100,100,3196.388747
-83.717262,100,3198.815536
-100,100,3200.996414
-91.452481,100,3203.398844
-81.370677,100,3205.539836
-100,100,3207.955878
-100,100,3210.357929
-95.409543,100,3212.76022
-95.828984,100,3214.942177
-100,100,3217.430535
-99.599499,100,3219.903895
-100,100,3222.406674
-100,100,3224.893608
-100,100,3227.425924
-99.215132,100,3229.930725
-30.765714,100,3232.401851
-99.729892,100,3234.83582
-97.732542,100,3237.291738
-72.014063,100,3239.727436
-98.506407,100,3242.145586
-100,100,3244.60389
-98.443062,100,3247.12266
-99.643365,100,3250.410384
-93.033111,100,3253.037021
-99.77614,100,3255.286606
-100,100,3257.775679
-100,100,3260.309762
-77.794559,100,3262.8123
-99.889757,100,3265.031752
-99.645738,100,3267.520116
-100,100,3270.039678
-100,100,3272.580431
-92.411719,100,3275.099766
-100,100,3277.602974
-43.059647,100,3280.107653
-97.967617,100,3282.626695
-100,100,3285.112438
-100,100,3287.66238
-100,100,3290.203775
-78.587213,100,3292.722899
-99.891901,100,3295.339471
-100,100,3297.910685
-98.97662,100,3300.497614
-99.272861,100,3303.147031
-100,100,3305.802088
-82.176177,100,3308.434424
-100,100,3310.781767
-100,100,3313.40415
-100,100,3315.970054
-49.263681,100,3318.539863
-100,100,3321.227651
-100,100,3323.832347
-100,100,3326.450198
-100,100,3329.035742
-98.232691,100,3331.637837
-100,100,3334.022554
-54.532304,100,3336.624396
-83.991302,100,3339.189751
-61.919927,100,3341.574977
-100,100,3343.929152
-97.242201,100,3346.547423
-98.558468,100,3349.131741
-100,100,3351.663558
-100,100,3354.165169
-91.023663,100,3356.76576
-100,100,3359.335151
-100,100,3361.936327
-36.896765,100,3364.570515
-60.377258,100,3366.919534
-81.154637,100,3369.542997
-100,100,3371.844982
-87.338614,100,3374.477771
-100,100,3377.049713
-67.551394,100,3379.651607
-99.557839,100,3382.252642
-98.241001,100,3384.885185
-78.348681,100,3387.518048
-71.098543,100,3390.156038
-99.822397,100,3392.805463
-100,100,3395.457322
-80.691738,100,3398.023121
-100,100,3400.610144
-100,100,3403.229783
-97.579498,100,3405.867874
-100,100,3408.469946
-100,100,3411.08875
-100,100,3413.65108
-100,100,3416.291754
-98.433025,100,3418.877948
-67.646924,100,3421.481301
-98.487152,100,3424.044736
-99.268634,100,3426.685788
-57.107349,100,3429.287664
-86.077778,100,3431.853056
-81.698536,100,3434.439708
-98.987746,100,3436.793974
-98.973502,100,3439.360512
-83.605806,100,3441.901197
-92.853489,100,3444.522986
-82.935413,100,3447.125267
-91.585888,100,3449.649611
-100,100,3451.968748
-94.467633,100,3454.601808
-78.951224,100,3456.956152
-93.897112,100,3459.55851
-95.119978,100,3462.138565
-99.582944,100,3464.760777
-100,100,3467.324986
-100,100,3469.942857
-70.610844,100,3472.530003
-92.603866,100,3475.09969
-100,100,3477.733585
-100,100,3480.305694
-100,100,3482.938353
-100,100,3485.507077
-96.007135,100,3488.056207
-98.570012,100,3490.696743
-76.263972,100,3493.27784
-100,100,3495.794291
-78.756674,100,3498.412517
-100,100,3501.147096
-100,100,3503.680081
-88.141811,100,3507.058968
-90.104612,100,3509.699244
-100,100,3512.247212
-100,100,3514.849661
-78.17903,100,3517.467336
-92.923422,100,3520.053244
-100,100,3522.671709
-100,100,3525.274257
-100,100,3527.899997
-98.788743,100,3530.532309
-100,100,3533.133998
-100,100,3535.75763
-100,100,3538.091662
-100,100,3540.762822
-99.492173,100,3543.310749
-78.821441,100,3545.896303
-99.087808,100,3548.567173
-100,100,3550.933602
-29.27415,100,3553.535563
-94.622672,100,3556.174867
-100,100,3558.792958
-98.470747,100,3561.424673
-97.701883,100,3564.010346
-100,100,3566.597621
-100,100,3569.251138
-99.208333,100,3571.815993
-99.331135,100,3574.432558
-100,100,3577.07212
-94.488683,100,3579.636884
-96.152673,100,3581.907386
-100,100,3584.463061
-100,100,3587.027271
-99.414413,100,3589.614569
-93.846714,100,3592.284568
-99.682307,100,3594.887602
-100,100,3597.47362
-99.897987,100,3600.076402
-87.958944,100,3602.742446
-100,100,3605.312555
-96.575898,100,3607.829761
-100,100,3610.484345
-66.763725,100,3613.034026
-89.26248,100,3615.689795
-97.842918,100,3618.293464
-100,100,3620.874536
-98.586893,100,3623.544779
-97.606862,100,3626.199939
-88.179457,100,3628.748623
-98.948237,100,3631.380446
-91.070653,100,3633.920063
-77.344362,100,3636.253789
-83.237681,100,3638.824213
-100,100,3641.426072
-88.617311,100,3644.028559
-91.406221,100,3646.614069
-91.806444,100,3649.162453
-100,100,3651.479859
-73.207722,100,3653.997231
-99.882564,100,3656.583658
-93.750168,100,3659.199772
-100,100,3661.501081
-82.854449,100,3664.172072
-100,100,3666.442327
-99.759139,100,3668.975338
-100,100,3671.529749
-100,100,3674.030403
-57.125603,100,3676.632928
-100,100,3678.93208
-100,100,3681.541253
-100,100,3684.180097
-53.503277,100,3686.76008
-96.356173,100,3689.130872
-100,100,3691.702516
-100,100,3694.28856
-12.545372,100,3696.871553
-99.933944,100,3699.273735
-100,100,3701.891203
-88.434655,100,3704.392594
-32.238785,100,3707.008765
-100,100,3709.61176
-100,100,3712.14468
-95.058604,100,3714.791646
-100,100,3717.310699
-100,100,3719.911735
-99.004052,100,3722.599185
-78.955624,100,3725.132213
-100,100,3727.656842
-70.333347,100,3730.205896
-97.199172,100,3732.663139
-98.224202,100,3735.128141
-99.303094,100,3737.568913
-98.086102,100,3740.049515
-52.838015,100,3742.574089
-100,100,3744.839414
-100,100,3747.380171
-89.592381,100,3749.914483
-85.562444,100,3752.4336
-88.948384,100,3754.921073
-100,100,3757.155944
-98.927607,100,3759.643596
-100,100,3763.021156
-100,100,3765.526235
-100,100,3768.079002
-97.146449,100,3770.650611
-97.087633,100,3773.185211
-100,100,3775.65647
-99.616823,100,3778.260325
-86.061485,100,3780.726764
-100,100,3782.966178
-100,100,3785.455067
-97.922808,100,3787.959907
-99.030803,100,3790.478497
-100,100,3792.967983
-100,100,3795.549724
-95.373787,100,3798.037725
-97.96797,100,3800.555687
-100,100,3803.01299
-99.403147,100,3805.547492
-99.645316,100,3808.050849
-60.561301,100,3810.568366
-76.104394,100,3813.124215
-98.651373,100,3815.659509
-43.335038,100,3818.195124
-94.146549,100,3820.700191
-99.916912,100,3823.243106
-100,100,3825.778158
-86.492015,100,3828.415089
-100,100,3830.836405
-100,100,3833.45473
-100,100,3836.075298
-97.494197,100,3838.778623
-97.19509,100,3841.417635
-90.87041,100,3844.020156
-100,100,3846.687087
-100,100,3849.259435
-100,100,3851.895187
-100,100,3854.535485
-99.883028,100,3857.169732
-100,100,3859.856691
-100,100,3862.443021
-99.7835,100,3865.074964
-98.292068,100,3867.60911
-100,100,3870.225942
-99.749654,100,3872.812002
-100,100,3875.41193
-94.486558,100,3878.098559
-99.630288,100,3880.400872
-96.074491,100,3882.98778
-91.731491,100,3885.553122
-84.438943,100,3887.89212
-97.447421,100,3890.524444
-99.359636,100,3893.073578
-100,100,3895.642932
-97.150341,100,3898.196611
-95.178093,100,3900.799243
-99.917458,100,3903.363758
-91.957914,100,3905.979263
-100,100,3908.551519
-94.990447,100,3911.187107
-81.131353,100,3913.810432
-92.430998,100,3916.412284
-99.619335,100,3919.060479
-100,100,3921.746941
-99.375639,100,3924.318528
-85.725101,100,3926.983659
-86.687432,100,3929.30195
-98.874373,100,3931.626474
-99.255337,100,3934.243439
-70.157927,100,3936.861752
-74.319746,100,3939.479184
-97.818815,100,3942.04877
-82.624806,100,3944.634265
-100,100,3946.999765
-98.539416,100,3949.570196
-99.65269,100,3952.141189
-97.892453,100,3954.743302
-34.675456,100,3957.305578
-95.981201,100,3959.891674
-100,100,3962.444795
-100,100,3965.107558
-93.395052,100,3967.794777
-100,100,3970.427987
-98.145595,100,3973.083617
-100,100,3975.786978
-95.367754,100,3978.488418
-94.701369,100,3980.871
-99.686728,100,3983.471529
-96.979393,100,3986.060903
-100,100,3988.530589
-100,100,3991.164934
-94.200645,100,3993.6669
-99.914871,100,3995.908374
-16.091901,100,3998.425295
-83.560796,100,4000.989188
-80.321765,100,4003.230313
-100,100,4005.748206
-99.967702,100,4008.265895
-100,100,4010.785541
-100,100,4013.28704
-97.484389,100,4015.790116
-99.553904,100,4019.195093
-100,100,4021.7533
-99.763127,100,4024.327976
-96.70779,100,4026.884212
-99.822169,100,4029.503784
-81.099011,100,4032.066688
17.35564,100,4034.637824
-95.205555,100,4037.191631
-99.475504,100,4039.721259
-99.803975,100,4042.22338
-95.594226,100,4044.842095
-93.649964,100,4047.344808
-90.89934,100,4049.663321
-98.404485,100,4052.251469
-100,100,4054.769849
-100,100,4057.312447
-100,100,4059.898785
-100,100,4062.516774
-100,100,4065.103812
-58.302831,100,4067.609632
-100,100,4069.789228
-100,100,4072.277084
-100,100,4074.834541
-100,100,4077.321043
-83.995499,100,4079.823864
-96.855221,100,4082.274048
-47.910412,100,4084.878952
-72.555306,100,4087.388794
-100,100,4089.875621
-100,100,4092.142573
-91.882109,100,4094.63174
-95.083188,100,4097.18818
-100,100,4099.391712
-100,100,4101.975164
-97.906013,100,4104.602233
-100,100,4107.055918
-97.632833,100,4109.559743
-75.663403,100,4112.078099
-100,100,4114.382751
-99.82372,100,4116.954683
-95.964984,100,4119.591607
-100,100,4122.179713
-100,100,4124.736472
-96.918089,100,4127.274027
-94.459333,100,4129.793461
-100,100,4131.982409
-100,100,4134.534099
-100,100,4137.137838
-95.2593,100,4139.65682
-73.432747,100,4142.182428
-100,100,4144.715528
-100,100,4147.165184
-100,100,4149.691811
-99.702192,100,4152.175418
-99.497765,100,4154.649127
-99.122473,100,4157.137905
-98.918263,100,4159.687685
-100,100,4162.175888
-99.584175,100,4164.717957
-100,100,4167.237926
-82.055282,100,4169.77364
-100,100,4172.048131
-99.730825,100,4174.581156
-99.9095,100,4177.114446
-84.753902,100,4179.620404
7.407269,100,4182.145801
-100,100,4184.411453
-100,100,4186.949994
-100,100,4189.516917
-93.354491,100,4192.005186
-99.585072,100,4194.52072
-100,100,4196.977265
-100,100,4199.543725
-76.39779,100,4202.032166
-99.495732,100,4204.520455
-87.735994,100,4207.022961
-100,100,4209.579342
-100,100,4212.084071
-99.776713,100,4214.565307
-95.850516,100,4217.122699
-97.212416,100,4219.594323
-100,100,4222.114193
-59.80685,100,4224.633677
-100,100,4227.12135
-99.824497,100,4229.671867
-79.260453,100,4232.213078
-100,100,4234.663409
-90.536578,100,4237.198179
-97.248595,100,4239.723983
-80.616093,100,4242.277828
-97.118486,100,4244.811177
-72.349352,100,4247.351488
-83.956626,100,4249.839804
-90.26756,100,4252.422246
-99.760864,100,4254.924744
-97.138484,100,4257.365661
-100,100,4259.831894
-100,100,4262.287847
-100,100,4264.822667
-57.568895,100,4267.325167
-99.908606,100,4270.828185
-100,100,4273.415497
-97.398391,100,4275.934145
-100,100,4278.520001
-99.139739,100,4281.09365
-100,100,4283.652689
-100,100,4286.171151
-100,100,4288.775803
-100,100,4291.318345
-87.113346,100,4293.838015
-100,100,4296.474368
-91.711318,100,4298.961842
-100,100,4301.218895
-100,100,4303.771225
-100,100,4306.305861
-79.421586,100,4308.877028
-100,100,4311.412382
-99.503528,100,4313.971111
-96.092505,100,4316.551877
-100,100,4319.17723
-91.657874,100,4321.696456
-99.730894,100,4324.215014
-100,100,4326.832802
-97.496836,100,4329.38799
-94.636912,100,4332.007275
-100,100,4334.226012
-100,100,4336.697702
-100,100,4339.26391
-100,100,4341.805138
-96.726705,100,4344.239301
-100,100,4346.410858
-100,100,4348.960753
-100,100,4351.433635
-100,100,4353.885297
-100,100,4356.389832
-76.602768,100,4358.877551
-100,100,4361.36598
-94.403089,100,4363.885822
-94.35065,100,4366.105909
-46.962468,100,4368.64684
-100,100,4371.18244
-91.087036,100,4373.7405
-99.547767,100,4376.201405
-91.094855,100,4378.750861
-99.931814,100,4381.350484
-100,100,4383.554307
-100,100,4386.018411
-95.948442,100,4388.51885
-100,100,4390.735881
-100,100,4393.292333
-100,100,4395.774417
-100,100,4398.298827
-77.14437,100,4400.80224
-100,100,4402.982258
-68.774823,100,4405.5079
-100,100,4407.709146
-98.854974,100,4410.191943
-44.453249,100,4412.662795
-100,100,4414.833777
-84.224474,100,4417.405932
-100,100,4419.878593
-90.386157,100,4422.381383
-97.728496,100,4424.621266
-100,100,4426.886051
-94.795363,100,4429.422119
-100,100,4431.981072
-100,100,4434.601097
-100,100,4437.156047
-100,100,4439.759845
-88.346121,100,4442.393701
-99.053784,100,4444.664459
-100,100,4447.266328
-100,100,4449.883084
-100,100,4452.501313
-95.806671,100,4455.105062
-99.95038,100,4457.754354
-100,100,4460.342971
-93.859804,100,4462.928797
-100,100,4465.182834
-100,100,4467.81712
-98.41014,100,4470.420626
-100,100,4473.068229
-75.691799,100,4475.630623
-100,100,4478.171253
-94.599349,100,4480.83403
-98.772417,100,4483.436985
-88.51175,100,4485.994326
-99.575691,100,4488.281318
-100,100,4490.899848
-99.873727,100,4493.526165
-100,100,4496.110757
-87.190375,100,4498.744128
-99.269368,100,4501.345334
-99.936166,100,4504.077754
-87.367501,100,4506.816715
-100,100,4509.171534
-100,100,4511.905271
-100,100,4514.475241
-99.199591,100,4517.077106
-100,100,4519.693598
-82.667209,100,4523.25445
-77.115754,100,4526.026028
-100,100,4528.681454
-92.519581,100,4531.49771
-83.02542,100,4533.885091
-100,100,4536.555654
-98.066721,100,4539.188348
-100,100,4541.859095
-100,100,4544.508839
-8.975847,100,4547.165296
-99.209307,100,4549.467816
-93.70132,100,4552.071005
-77.375741,100,4554.420967
-100,100,4556.736893
-100,100,4559.377951
-100,100,4562.030876
-99.67163,100,4564.762973
-100,100,4567.419668
-100,100,4570.137391
-100,100,4572.840479
-100,100,4575.479129
-98.844504,100,4578.197557
-92.683079,100,4580.788277
-78.355751,100,4583.428504
-96.979961,100,4586.096513
-100,100,4588.71184
-85.012183,100,4591.358846
-100,100,4593.96119
-99.377647,100,4596.662352
-76.635023,100,4599.294434
-100,100,4601.981095
-100,100,4604.599388
-99.50219,100,4607.300123
-83.514223,100,4609.82719
-100,100,4612.082302
-78.462957,100,4614.763335
-100,100,4617.111644
-99.240512,100,4619.750121
-100,100,4622.398915
-100,100,4625.00129
-91.812336,100,4627.670198
-53.988401,100,4630.386387
-100,100,4632.988684
-99.485587,100,4635.559405
-99.814137,100,4638.2625
-100,100,4640.864637
-30.123228,100,4643.497064
-100,100,4646.066401
-100,100,4648.646835
-100,100,4651.251238
-99.647714,100,4653.852777
-100,100,4656.533485
-57.365265,100,4659.195251
-100,100,4661.496953
-51.673162,100,4664.18435
-100,100,4666.784172
-99.603867,100,4669.387729
-86.771708,100,4671.920727
-100,100,4674.254827
-99.36673,100,4676.893156
-100,100,4679.542013
-99.770426,100,4682.111592
-100,100,4684.713706
-100,100,4687.378624
-100,100,4689.901357
-73.477335,100,4692.534741
-100,100,4695.153059
-100,100,4697.809592
-100,100,4700.424736
-100,100,4703.009886
-83.867884,100,4705.643897
-100,100,4708.345348
-100,100,4710.948783
-100,100,4713.53537
-100,100,4716.10106
-100,100,4718.740753
-100,100,4721.374937
-100,100,4723.930741
-99.820413,100,4726.633995
-100,100,4729.221147
-100,100,4731.885995
-100,100,4734.572483
-100,100,4737.174457
-99.567961,100,4739.860995
-100,100,4742.510814
-100,100,4745.184224
-100,100,4747.820221
-82.839139,100,4750.491458
-90.642706,100,4753.156003
-99.648504,100,4755.395477
-100,100,4757.998015
-92.737526,100,4760.646387
-99.359747,100,4763.232905
-99.991756,100,4765.819344
-22.977197,100,4768.482871
-96.68695,100,4771.123203
-100,100,4773.786792
-100,100,4776.343109
-22.733059,100,4778.973772
-100,100,4781.536822
-100,100,4785.194199
-100,100,4787.812645
-100,100,4790.415647
-99.826476,100,4793.154702
-100,100,4795.857688
-99.886767,100,4798.523994
-100,100,4801.209633
-54.986281,100,4803.890625
-98.404097,100,4806.559324
-100,100,4809.246104
-100,100,4811.934238
-100,100,4814.589111
-97.284955,100,4817.270242
-100,100,4819.894246
-100,100,4822.545541
-99.909802,100,4825.264136
-77.212827,100,4827.964795
-100,100,4830.649955
-100,100,4833.293229
-100,100,4835.963779
-99.900142,100,4838.667843
-99.78678,100,4841.284102
-99.950386,100,4843.91671
-100,100,4846.587699
-94.339144,100,4849.219445
-95.77366,100,4851.557599
-80.159468,100,4854.121494
-100,100,4856.444195
-99.683616,100,4859.046676
-99.907743,100,4861.696328
-80.284453,100,4864.428571
-100,100,4867.098716
-96.873562,100,4869.743514
-92.894609,100,4872.077472
-100,100,4874.753776
-100,100,4877.410821
-100,100,4880.061121
-97.382725,100,4882.747188
-100,100,4885.465842
-100,100,4888.190585
-87.239418,100,4890.807451
-100,100,4893.124859
-97.563508,100,4895.810098
-100,100,4898.493901
-98.408282,100,4901.195076
-97.360562,100,4903.87514
-98.0703,100,4906.199301
-77.216186,100,4908.879601
-71.77536,100,4911.201822
-100,100,4913.867285
-83.605113,100,4916.518586
-100,100,4919.159418
-98.787775,100,4921.939032
-100,100,4924.562991
-100,100,4927.243401
-91.523962,100,4929.912262
-57.185614,100,4932.54694
-99.295004,100,4934.885049
-99.69758,100,4937.576363
-99.698906,100,4940.24627
-56.163193,100,4942.865206
-86.543705,100,4945.167591
-99.903567,100,4947.399793
-100,100,4950.070982
-100,100,4952.711456
-93.877546,100,4955.297944
-99.578895,100,4957.582653
-99.442924,100,4960.163719
-94.565105,100,4962.886781
-77.921355,100,4965.534982
-65.557809,100,4967.866219
-45.10846,100,4970.537077
-100,100,4972.893058
-100,100,4975.596061
-100,100,4978.260295
-77.961301,100,4980.847141
-97.609624,100,4983.502393
-100,100,4986.206631
-100,100,4988.978361
-30.683172,100,4991.658132
-97.761949,100,4994.281131
-100,100,4996.938353
-89.162009,100,4999.556531
-100,100,5002.211245
-100,100,5004.774633
-99.861254,100,5007.397312
-81.47425,100,5010.001385
-89.073961,100,5012.604336
-97.293099,100,5014.955206
-99.341901,100,5017.639265
-100,100,5020.357401
-99.803422,100,5023.043746
-100,100,5025.729787
-90.019519,100,5028.378571
-98.73788,100,5031.017371
-99.808833,100,5033.635342
-98.99979,100,5036.269005
-32.55911,100,5038.941899
-100,100,5041.611471
-97.808113,100,5044.312735
-97.061162,100,5048.063436
-100,100,5050.78113
-100,100,5053.552665
-100,100,5056.238486
-97.998797,100,5058.85572
-100,100,5061.529423
-77.736631,100,5064.216523
-97.769283,100,5066.58527
-100,100,5069.303608
-100,100,5071.974898
-98.55682,100,5074.6211
-53.544286,100,5077.285692
-100,100,5079.925787
-96.608053,100,5082.588506
-100,100,5084.968877
-98.298204,100,5087.623302
-71.713404,100,5090.263129
-100,100,5092.586054
-100,100,5095.285421
-60.697137,100,5097.947073
-100,100,5100.62841
-86.240998,100,5103.332397
-96.999299,100,5106.065185
-100,100,5108.403244
-93.63443,100,5111.022157
-27.823912,100,5113.355254
-90.814876,100,5116.110254
-71.833135,100,5118.490724
-100,100,5121.222014
-100,100,5123.876155
-92.398485,100,5126.578759
-98.641505,100,5129.249371
-100,100,5131.942261
-96.257575,100,5134.612418
-99.244753,100,5137.361121
-100,100,5140.06168
-100,100,5143.032794
-70.884022,100,5145.898628
-94.246762,100,5148.622917
-100,100,5151.355507
-98.784175,100,5154.045072
-100,100,5156.777559
-92.938602,100,5159.502685
-100,100,5161.835354
-100,100,5164.505837
-94.448025,100,5167.22296
-11.72375,100,5169.941444
-99.753833,100,5172.674777
-99.646054,100,5175.42937
-88.575711,100,5178.146447
-100,100,5180.594162
-100,100,5183.275675
-99.575221,100,5185.927046
-98.522059,100,5188.582523
-68.935342,100,5191.284702
-100,100,5193.966068
-95.809736,100,5196.688869
-99.728459,100,5199.407808
-100,100,5202.125102
-100,100,5204.795696
-98.332858,100,5207.398048
-100,100,5210.032522
-100,100,5212.749891
-28.626324,100,5215.285746
-96.875211,100,5217.957312
-99.122202,100,5220.638098
-100,100,5223.261252
-97.330318,100,5225.942212
-100,100,5228.59723
-34.610801,100,5231.269294
-76.324681,100,5233.570408
-100,100,5236.148741
-100,100,5238.819356
-100,100,5241.432973
-98.490683,100,5244.184257
-100,100,5246.906895
-100,100,5249.569562
-99.741521,100,5252.240113
-100,100,5254.937129
-95.436443,100,5257.570842
-66.02553,100,5260.194122
-100,100,5262.811553
-90.840388,100,5265.41336
-100,100,5268.088444
-99.506978,100,5270.737401
-100,100,5273.354433
-100,100,5275.9049
-100,100,5278.602846
-35.365055,100,5281.20279
-49.19944,100,5283.790906
-100,100,5285.992963
-99.028422,100,5288.528085
-98.251615,100,5291.077688
-99.11618,100,5293.603962
-100,100,5296.138454
-49.346285,100,5298.675771
-99.373396,100,5300.862738
-92.733138,100,5303.067485
8.011443,100,5305.369672
-100,100,5307.605475
-99.903673,100,5311.231969
-75.927336,100,5314.186694
-98.863141,100,5316.791097
-99.578518,100,5319.44286
-89.829393,100,5322.107364
-62.083518,100,5324.742398
-100,100,5327.375721
-97.051676,100,5329.946838
-100,100,5332.498064
-75.82969,100,5335.099485
-99.061961,100,5337.739653
-100,100,5340.36066
-99.793183,100,5343.017535
-89.43658,100,5345.535914
-100,100,5347.768467
-100,100,5350.303116
-100,100,5352.858421
-100,100,5355.440884
-100,100,5357.989362
-100,100,5360.545667
-99.730345,100,5363.081693
-100,100,5365.652947
-100,100,5368.288368
-100,100,5370.860245
-100,100,5373.423601
-100,100,5376.026622
-93.957126,100,5378.575906
-75.471863,100,5381.16582
-56.530333,100,5383.837133
-98.895726,100,5386.466747
-99.432586,100,5389.104898
-100,100,5391.687584
-91.620513,100,5394.206237
-97.200702,100,5396.392492
-52.934644,100,5398.94444
-99.573387,100,5401.163443
-100,100,5403.682093
-74.198565,100,5406.202875
-100,100,5408.452127
-100,100,5411.006149
-59.75352,100,5413.558434
-75.023092,100,5415.799022
-99.135403,100,5418.332847
-85.23149,100,5420.82371
-100,100,5423.36284
-100,100,5425.896528
-100,100,5428.416666
-64.083346,100,5430.956687
-98.795428,100,5433.521682
-99.923315,100,5436.078188
-100,100,5438.643063
-91.433814,100,5441.232649
-100,100,5443.787663
-99.85948,100,5446.360219
-100,100,5448.925675
-100,100,5451.497092
-100,100,5454.013797
-100,100,5456.532221
-100,100,5459.135479
-99.975262,100,5461.676578
-100,100,5464.226749
-100,100,5466.730498
-98.181971,100,5469.299773
-100,100,5471.871831
-99.919512,100,5474.075082
-99.915624,100,5476.640184
-100,100,5479.158318
-99.809233,100,5481.700336
-100,100,5484.235669
-88.293379,100,5486.793244
-90.564432,100,5488.996833
-100,100,5491.533732
-100,100,5494.106347
-38.422081,100,5496.687918
-100,100,5499.225346
-100,100,5501.77851
-99.954292,100,5504.329427
-69.820332,100,5506.870141
-87.450288,100,5509.058454
-70.724319,100,5511.641126
-97.221859,100,5514.182201
-85.882394,100,5516.71503
-96.615996,100,5518.917574
-100,100,5521.173173
-100,100,5523.754583
-100,100,5526.310453
-94.800232,100,5528.854694
-100,100,5531.426172
-90.808864,100,5533.974904
-100,100,5536.507513
-100,100,5539.058789
-100,100,5541.646029
-91.063477,100,5544.248443
-99.956173,100,5546.753243
-90.650195,100,5549.2912
-100,100,5551.865265
-99.72826,100,5554.415927
-68.724836,100,5556.978969
-100,100,5559.498047
-100,100,5562.035603
-67.492043,100,5565.766594
-99.555561,100,5567.969512
-100,100,5570.511321
-100,100,5573.114401
-100,100,5575.652942
-66.165495,100,5578.070088
-99.724404,100,5580.673738
-85.60438,100,5583.177958
-100,100,5585.726809
-99.896236,100,5588.244008
-58.639111,100,5590.785199
-66.410294,100,5593.017215
-99.872091,100,5595.588834
-93.816777,100,5598.169784
-98.712171,100,5600.716452
-62.748779,100,5603.319948
-67.247626,100,5605.886869
-98.18959,100,5608.105013
-98.136858,100,5610.70816
-100,100,5613.233549
-100,100,5615.815643
