EpLenMean,TotalRewardMean,EVAfter,KL,EVBefore,EpRewMean,EpRewSEM
100.0,-100.0,-526619875981405.25,0.0036320356,-408453936126521.06,-100.0,0.0
100.0,-200.0,-2.2550777925877824e+16,0.2410764,-2.4279585462295044e+16,-100.0,0.0
100.0,-299.07102053780375,-137206911359381.53,0.0057088253,-351290416035568.94,-99.07102053780376,0.0
100.0,-399.07102053780375,-170510615696132.12,0.008379584,-90443860786553.58,-100.0,0.0
100.0,-499.07102053780375,-243613804966509.88,0.0087504275,-92556729953205.19,-100.0,0.0
100.0,-591.8500725872026,-681311855913505.6,0.0041596927,-638285580886286.1,-92.77905204939887,0.0
100.0,-691.7250768272041,-262157042297999.97,0.0066079064,-320858162617343.0,-99.87500424000154,0.0
100.0,-791.7142336219574,-86471557825491.5,0.008155775,-339423159788410.0,-99.98915679475333,0.0
100.0,-873.840506336648,-52688841887642.55,0.003093825,-54855792561624.08,-82.1262727146906,0.0
100.0,-947.9726265887228,-110478329001154.84,0.003580701,-132323293762766.55,-74.13212025207484,0.0
100.0,-1036.1909566669674,-66208151868971.06,0.008350052,-79256822932022.14,-88.21833007824455,0.0
100.0,-1136.1909566669674,-35328621799276.53,0.008179084,-41751760986111.62,-100.0,0.0
100.0,-1236.1909566669674,-49525313302379.16,0.008657239,-39761894028468.56,-100.0,0.0
100.0,-1327.3831246470506,-129326352175686.27,0.0040577217,-86216279409528.5,-91.1921679800833,0.0
100.0,-1383.3200150676143,-81651142505779.19,0.008150394,-78129067304402.89,-55.93689042056381,0.0
100.0,-1483.3200150676143,-175758567727493.75,0.012633471,-157285977429768.12,-100.0,0.0
100.0,-1578.117469648485,-14162059238979.443,0.006013105,-41622424623707.47,-94.79745458087064,0.0
100.0,-1678.117469648485,-49350835207779.27,0.00879597,-56543045212476.945,-100.0,0.0
100.0,-1778.117469648485,-32775430939641.297,0.00911441,-30486091556473.105,-100.0,0.0
100.0,-1838.0092286317704,-45385804705740.36,0.0037420748,-51118721029305.8,-59.89175898328541,0.0
100.0,-1937.867187479552,-23611326433881.73,0.0064606755,-17373210770493.162,-99.85795884778177,0.0
100.0,-2037.867187479552,-88639519017686.2,0.0065376214,-63481279282012.56,-100.0,0.0
100.0,-2137.867187479552,-22058308973957.45,0.013534801,-38710086353139.06,-100.0,0.0
100.0,-2237.680658196533,-61553826760450.93,0.005385056,-82708368210132.81,-99.8134707169813,0.0
100.0,-2337.5781224986968,-71072897509254.73,0.012793235,-26736173602722.613,-99.89746430216383,0.0
100.0,-2437.425214717533,-13737828507481.88,0.0073547144,-27463604632090.945,-99.84709221883645,0.0
100.0,-2537.1747473397822,-67259090295119.21,0.0042562904,-53972572161698.555,-99.74953262224926,0.0
100.0,-2626.6024951495706,-64463667724402.57,0.004133819,-86947125663786.06,-89.42774780978843,0.0
100.0,-2720.7841045464447,-34646448592091.082,0.004070772,-45726699269504.445,-94.1816093968743,0.0
100.0,-2729.617714357292,-126409834731929.97,0.0035936548,-118457127921471.3,-8.833609810847175,0.0
100.0,-2822.2244643458694,-13958229113382.701,0.0035289233,-33859311608316.9,-92.6067499885776,0.0
100.0,-2922.2244643458694,-120692012365629.03,0.0070860335,-216347991519372.8,-100.0,0.0
100.0,-3022.2244643458694,-55008310250723.28,0.005402354,-47001256398597.51,-100.0,0.0
100.0,-3122.0300966691634,-157838339099437.72,0.004089917,-225235981614693.2,-99.80563232329398,0.0
100.0,-3222.0300966691634,-59401910960612.07,0.0063155764,-83704235071239.72,-100.0,0.0
100.0,-3322.0300966691634,-106649196199045.67,0.013208583,-101665180329447.23,-100.0,0.0
100.0,-3422.0300966691634,-20534980611555.42,0.0058293934,-32264213619470.027,-100.0,0.0
100.0,-3520.753728070058,-162269303789804.97,0.0058642323,-137557484485248.23,-98.7236314008945,0.0
100.0,-3620.2220010252868,-39322559647254.695,0.007765371,-145822872575169.1,-99.46827295522873,0.0
100.0,-3710.21056671695,-65043817082715.9,0.0035868906,-86260317161777.7,-89.9885656916629,0.0
100.0,-3810.21056671695,-56524219933359.45,0.017452355,-74528456943219.95,-100.0,0.0
100.0,-3909.652506938048,-33250559179814.58,0.012826346,-92065643092525.84,-99.44194022109843,0.0
100.0,-4006.732129782972,-30051607420321.168,0.0045280987,-71456218434887.7,-97.07962284492388,0.0
100.0,-4106.732129782972,-21804842862318.44,0.015663473,-30816046250001.395,-100.0,0.0
100.0,-4206.732129782972,-35842888938357.66,0.008849112,-38484250505021.07,-100.0,0.0
100.0,-4298.660676356356,-130141474165469.27,0.005041091,-101591797492517.19,-91.9285465733841,0.0
100.0,-4398.660676356356,-36542217630159.27,0.0117687415,-54865853428721.51,-100.0,0.0
100.0,-4419.751200159832,-37683630302186.0,0.002985143,-32059093771899.582,-21.090523803475858,0.0
100.0,-4519.751200159832,-21183419393101.5,0.0076542553,-22240198207878.176,-100.0,0.0
100.0,-4619.70615920201,-17661819949856.566,0.006294584,-18418690768552.016,-99.95495904217867,0.0
100.0,-4719.70615920201,-13532262522942.37,0.0069165025,-44436988837444.17,-100.0,0.0
100.0,-4811.3962168771195,-51495485950734.17,0.004199187,-91950867604567.3,-91.69005767510964,0.0
100.0,-4911.3962168771195,-20445524949710.906,0.00924626,-18771171051522.016,-100.0,0.0
100.0,-5011.3962168771195,-80338321156852.7,0.0071571358,-71388753885431.38,-100.0,0.0
100.0,-5097.23752907334,-83606202066663.72,0.0036081353,-76287037448639.3,-85.84131219621993,0.0
100.0,-5188.0900484201065,-125925691439345.16,0.005018883,-264112477856300.03,-90.85251934676702,0.0
100.0,-5237.540704153192,-64392448464578.98,0.00396695,-162880261412226.0,-49.450655733085064,0.0
100.0,-5320.47712640503,-31409398243550.566,0.0037116653,-22922329592799.61,-82.93642225183785,0.0
100.0,-5410.561806775035,-155390306889852.56,0.006970021,-168175112746695.53,-90.08468037000524,0.0
100.0,-5502.670889706703,-15191369327376.143,0.0038711254,-39087141706677.12,-92.10908293166831,0.0
100.0,-5602.670889706703,-26969856045003.87,0.010530074,-21454548862962.324,-100.0,0.0
100.0,-5699.644584339269,-17162863846681.305,0.005374077,-31943195014964.195,-96.97369463256638,0.0
100.0,-5794.506927608234,-56485592630330.14,0.0046342146,-55382088868012.06,-94.86234326896499,0.0
100.0,-5894.506927608234,-61547569023956.055,0.0051354864,-64658427294568.82,-100.0,0.0
100.0,-5987.609618286396,-23466377376465.78,0.00557818,-153199368910697.53,-93.10269067816131,0.0
100.0,-5997.3597002670995,-214224850987922.12,0.006265948,-262685029131292.06,-9.75008198070361,0.0
100.0,-6093.084683453342,-17857003059261.957,0.004626868,-140892974576582.06,-95.72498318624284,0.0
100.0,-6188.109433515988,-281911803650102.1,0.0066540525,-318768115206647.9,-95.02475006264575,0.0
100.0,-6288.109433515988,-74551945287240.38,0.008172148,-35217350052438.555,-100.0,0.0
100.0,-6382.187766008271,-28418260798153.207,0.004749455,-97657055421457.75,-94.07833249228307,0.0
100.0,-6482.187766008271,-63825684841766.31,0.006806992,-53009360181884.79,-100.0,0.0
100.0,-6567.41369898496,-20854783523874.0,0.0038734942,-58368237515037.7,-85.22593297668944,0.0
100.0,-6641.661117607088,-118381174930941.95,0.005885445,-66372118032895.086,-74.24741862212765,0.0
100.0,-6741.661117607088,-182020068409724.3,0.011642997,-120158831401677.7,-100.0,0.0
100.0,-6841.661117607088,-200012543379880.22,0.009640085,-397155767471854.6,-100.0,0.0
100.0,-6941.661117607088,-21573685927405.867,0.01047566,-63807757106275.99,-100.0,0.0
100.0,-7005.243840860999,-20229576339975.26,0.00425397,-41968589803627.75,-63.58272325391075,0.0
100.0,-7085.368322560328,-112639183871532.98,0.0042466028,-113617770754489.94,-80.12448169932937,0.0
100.0,-7185.368322560328,-50415641260485.21,0.0071986164,-30593879146915.2,-100.0,0.0
100.0,-7285.368322560328,-45330980489085.16,0.008047722,-67541227518166.26,-100.0,0.0
100.0,-7350.901394581481,-22913417647516.887,0.0046840627,-44567334564317.87,-65.53307202115323,0.0
100.0,-7450.901394581481,-56577978818387.875,0.010922216,-50181346203315.75,-100.0,0.0
100.0,-7550.804230392635,-35909188110222.81,0.0058769267,-8164645052904.543,-99.90283581115393,0.0
100.0,-7650.804230392635,-61356625644730.68,0.0116554685,-139310056497196.86,-100.0,0.0
100.0,-7750.490977368804,-26962814321222.24,0.005926243,-54002258212163.49,-99.68674697616952,0.0
100.0,-7832.09585038399,-61705139559856.46,0.006515462,-82028061803229.94,-81.6048730151856,0.0
100.0,-7931.456520101766,-33022688950929.77,0.0067316717,-37784003715328.055,-99.36066971777569,0.0
100.0,-8031.456520101766,-99554681903389.75,0.007012286,-113365352919989.77,-100.0,0.0
100.0,-8131.456520101766,-15626922841292.234,0.009765999,-70757387589415.47,-100.0,0.0
100.0,-8231.456520101765,-53720557910572.32,0.0058198054,-82478594330139.47,-100.0,0.0
100.0,-8331.456520101765,-29604166639024.645,0.0077226446,-22103039028610.33,-100.0,0.0
100.0,-8431.456520101765,-15690826366741.291,0.0068503805,-35165969123507.37,-100.0,0.0
100.0,-8480.059922254277,-36112872619622.56,0.0060399342,-84321347188157.67,-48.6034021525127,0.0
100.0,-8580.059922254277,-52633345923658.39,0.009259595,-61199637143649.125,-100.0,0.0
100.0,-8680.059922254277,-64814255083365.53,0.011377961,-92499617491882.39,-100.0,0.0
100.0,-8780.059922254277,-25048531190739.45,0.0063689603,-28166065976341.504,-100.0,0.0
100.0,-8880.059922254277,-52616665988696.734,0.0075976383,-26555933239971.35,-100.0,0.0
100.0,-8980.059922254277,-117113941468915.88,0.006303719,-68393958157481.96,-100.0,0.0
100.0,-9042.983100289164,-97334527517367.86,0.005219284,-254241123596815.66,-62.92317803488814,0.0
100.0,-9134.059270826605,-45141635397354.28,0.004574274,-69752230957510.05,-91.07617053743998,0.0
100.0,-9234.059270826605,-51587216952492.555,0.0070714382,-30400340933352.688,-100.0,0.0
100.0,-9334.059270826605,-71395778984330.45,0.0059561324,-126626044779480.47,-100.0,0.0
100.0,-9431.430730065314,-19507579166384.125,0.0074730054,-45326505622490.91,-97.37145923871003,0.0
100.0,-9520.506790689325,-52084379848848.14,0.0037630682,-71387670087770.06,-89.07606062401095,0.0
100.0,-9620.506790689325,-36155820977023.68,0.0076960814,-38775418212375.74,-100.0,0.0
100.0,-9720.506790689325,-53047806873585.16,0.007345053,-50013963675805.02,-100.0,0.0
100.0,-9820.145810517673,-16419835741713.514,0.0055024354,-16899635156632.635,-99.6390198283472,0.0
100.0,-9920.012872399173,-34130917298089.863,0.010923116,-39120827767572.64,-99.86706188149859,0.0
100.0,-10008.543397167981,-83642029594556.16,0.0037674822,-306160955197489.6,-88.5305247688084,0.0
100.0,-10108.543397167981,-33931856301267.99,0.006051055,-27452838789273.17,-100.0,0.0
100.0,-10208.136575161716,-45643978636998.65,0.0075311074,-53401162147298.18,-99.59317799373376,0.0
100.0,-10301.267651698767,-46978138327399.516,0.005597137,-56673662562959.75,-93.13107653704996,0.0
100.0,-10401.267651698767,-273642246048900.7,0.0058324193,-219704153150352.22,-100.0,0.0
100.0,-10501.230760383718,-90608678012477.52,0.012076801,-153255880804326.3,-99.96310868495141,0.0
100.0,-10601.109535781356,-28047012464126.03,0.0053832247,-33859731455354.395,-99.8787753976371,0.0
100.0,-10687.548505631328,-99964235993752.5,0.005115615,-106765792062959.98,-86.43896984997258,0.0
100.0,-10786.991334054997,-34212400388912.285,0.009477445,-14386488655888.777,-99.44282842367004,0.0
100.0,-10880.668942368673,-42118979057743.68,0.0033907723,-44297897452941.35,-93.67760831367626,0.0
100.0,-10978.42022912682,-17021074649862.654,0.004226439,-17937345563696.223,-97.75128675814625,0.0
100.0,-11019.0720305249,-29137840130513.97,0.007921409,-35866542475525.195,-40.651801398079705,0.0
100.0,-11117.023608992633,-23307324522368.36,0.006408699,-65453449797565.38,-97.9515784677336,0.0
100.0,-11207.367955938826,-41495280130633.31,0.004872888,-39732825944727.57,-90.34434694619189,0.0
100.0,-11304.006205886062,-13736141635779.688,0.004226468,-18199291254544.965,-96.63824994723659,0.0
100.0,-11401.711249178305,-72431313985462.52,0.004614371,-76352200965868.34,-97.70504329224195,0.0
100.0,-11501.711249178305,-15870666227021.488,0.01370104,-22048387432706.01,-100.0,0.0
100.0,-11591.463592378903,-15310909269630.684,0.0039510136,-19562616186355.457,-89.75234320059738,0.0
100.0,-11680.79616262084,-81872795615232.3,0.004502981,-86954987064698.06,-89.33257024193621,0.0
100.0,-11775.616398728716,-40334795473567.8,0.0036437674,-44285803959534.93,-94.82023610787738,0.0
100.0,-11875.616398728716,-32766831260530.875,0.008536023,-29954922610244.06,-100.0,0.0
100.0,-11975.616398728716,-20908602562205.508,0.007215667,-29241218865363.617,-100.0,0.0
100.0,-12074.305997303953,-23941514638848.574,0.004832471,-20904270154434.03,-98.68959857523701,0.0
100.0,-12122.84981957687,-413243071700779.4,0.0040146103,-92385620137530.88,-48.54382227291641,0.0
100.0,-12220.187832141022,-269796249691544.5,0.007134104,-330169780463025.25,-97.33801256415292,0.0
100.0,-12236.825702152515,-237918128567484.7,0.0032286665,-420546618208565.0,-16.637870011492584,0.0
100.0,-12324.69660523807,-42797247151718.73,0.003307674,-88710856815879.64,-87.87090308555513,0.0
100.0,-12424.145945900036,-24169378974617.438,0.0074776406,-32419794227608.605,-99.44934066196663,0.0
100.0,-12524.010217855055,-19138220970800.086,0.0055374713,-18342041311334.098,-99.86427195501827,0.0
100.0,-12624.010217855055,-79623412352585.56,0.006266338,-105676491997360.97,-100.0,0.0
100.0,-12722.385206371535,-20435844473229.32,0.0064769518,-22669263904798.316,-98.37498851647933,0.0
100.0,-12822.385206371535,-26586160103880.992,0.0053173047,-26020339932197.863,-100.0,0.0
100.0,-12922.385206371535,-15655106223012.63,0.007870824,-34376845363147.203,-100.0,0.0
100.0,-13019.552391464735,-584937381903957.4,0.0063287993,-168936452998460.56,-97.16718509320039,0.0
100.0,-13119.552391464735,-191174129656244.44,0.01282087,-369980474519477.5,-100.0,0.0
100.0,-13219.552391464735,-64083907831573.984,0.008539532,-192933160923113.72,-100.0,0.0
100.0,-13312.680250745345,-64882559807660.414,0.009083432,-58994588873270.33,-93.12785928061052,0.0
100.0,-13375.907319445907,-553998651236133.3,0.0038466924,-220311921075807.66,-63.22706870056179,0.0
100.0,-13397.09733990182,-188140502218225.06,0.005130635,-196410072635874.06,-21.190020455913565,0.0
100.0,-13496.580846475832,-97776473191398.95,0.005926815,-396179515820823.06,-99.48350657401178,0.0
100.0,-13596.580846475832,-16168657976151.191,0.0069450755,-13624632473399.611,-100.0,0.0
100.0,-13696.580846475832,-58129067785208.64,0.008043443,-13491029346162.78,-100.0,0.0
100.0,-13796.425582440688,-33367813646363.65,0.006099776,-78804679790080.83,-99.84473596485648,0.0
100.0,-13896.38251259035,-7342844987203.893,0.006454853,-13102462500429.783,-99.95693014966085,0.0
100.0,-13995.68000763902,-53988436090382.91,0.0045640147,-6850378862327.834,-99.29749504866994,0.0
100.0,-14087.437689254495,-124171421277813.69,0.0034876366,-271407952082637.06,-91.75768161547673,0.0
100.0,-14185.850003416735,-90005478619173.66,0.004613831,-37079901369669.26,-98.41231416224076,0.0
100.0,-14277.096176787494,-50553666184426.44,0.0036367953,-75931069774097.06,-91.24617337075782,0.0
100.0,-14359.378883744179,-79598891282279.03,0.0049028667,-72843285978578.2,-82.28270695668543,0.0
100.0,-14459.378883744179,-35492564892681.07,0.009017754,-35878730546139.586,-100.0,0.0
100.0,-14559.378883744179,-42251355654101.734,0.007324089,-87955964787447.34,-100.0,0.0
100.0,-14646.987791415379,-13079670769369.854,0.0042521376,-25975590566414.773,-87.60890767119967,0.0
100.0,-14741.27954242905,-55475649908341.51,0.004640854,-57074433049460.97,-94.29175101367164,0.0
100.0,-14838.585220819888,-44548293510602.82,0.005721792,-69180383091899.8,-97.30567839083736,0.0
100.0,-14938.585220819888,-26958669751105.51,0.008905377,-33744366571388.793,-100.0,0.0
100.0,-15038.585220819888,-21727402961105.176,0.0077789202,-39092843239297.945,-100.0,0.0
100.0,-15138.498328518934,-164276563176628.12,0.012283723,-128092730558128.19,-99.91310769904514,0.0
100.0,-15238.498328518934,-195859968510406.53,0.006093116,-190906701675568.78,-100.0,0.0
100.0,-15322.734900879968,-30254954487486.797,0.008274932,-40991283284713.27,-84.23657236103391,0.0
100.0,-15346.598434336302,-70652704690570.12,0.0065433094,-27152196796817.06,-23.863533456334057,0.0
100.0,-15444.647899322505,-21478583916241.312,0.0052439864,-40232719398006.96,-98.0494649862039,0.0
100.0,-15544.647899322505,-136729218147274.22,0.006362388,-131391094937538.3,-100.0,0.0
100.0,-15644.647899322505,-24143619708594.71,0.007688566,-20338781039751.273,-100.0,0.0
100.0,-15744.647899322505,-28310543274612.44,0.01146221,-22261657715720.605,-100.0,0.0
100.0,-15844.647899322505,-29718876666729.844,0.00515753,-76285994571483.81,-100.0,0.0
100.0,-15942.810767085559,-52592102013337.94,0.004863562,-69848719402579.266,-98.16286776305472,0.0
100.0,-16042.810767085559,-17842363757344.65,0.012604914,-40300954816789.18,-100.0,0.0
100.0,-16142.810767085559,-13463884282486.938,0.007761482,-18114864921206.62,-100.0,0.0
100.0,-16242.810767085559,-193904167424385.0,0.010301527,-268385417083605.06,-100.0,0.0
100.0,-16335.379713779012,-40086354889776.125,0.007951555,-36868514891828.59,-92.56894669345185,0.0
100.0,-16434.427410663553,-28405106566983.39,0.0045872848,-35060320304920.062,-99.04769688454152,0.0
100.0,-16534.427410663553,-21463299032382.863,0.0073915985,-20323921454950.316,-100.0,0.0
100.0,-16634.427410663553,-8301876387949.73,0.00809315,-9740415377442.902,-100.0,0.0
100.0,-16734.427410663553,-41227221549073.484,0.009462846,-43930573841052.15,-100.0,0.0
100.0,-16767.27395436596,-58706289012099.71,0.0038558766,-59088797784788.28,-32.84654370240612,0.0
100.0,-16867.27395436596,-53134792334726.96,0.0064585013,-59131430595420.305,-100.0,0.0
100.0,-16966.491779619515,-37336902989773.586,0.009036899,-35600238076454.87,-99.21782525355577,0.0
100.0,-17066.491779619515,-78568336756942.12,0.007531254,-81209887338481.94,-100.0,0.0
100.0,-17164.984749618045,-92338417741329.75,0.0063185035,-131266934689571.95,-98.49296999852912,0.0
100.0,-17260.14477208876,-96044624758936.94,0.004853006,-97707332950115.7,-95.1600224707144,0.0
100.0,-17308.742706922105,-252064657872592.44,0.0033318126,-103847907731537.64,-48.597934833346066,0.0
100.0,-17408.65976748165,-49431694549493.625,0.0055087875,-16728122323476.787,-99.9170605595466,0.0
100.0,-17499.661642761806,-15939299311927.459,0.005213723,-70061709566601.73,-91.00187528015651,0.0
100.0,-17592.972740509802,-143615159001280.2,0.009499736,-161933287671337.8,-93.3110977479958,0.0
100.0,-17639.686000498274,-21831254545616.184,0.0034967854,-37267978769326.52,-46.71325998847133,0.0
100.0,-17739.686000498274,-188284596627327.1,0.00795873,-179274459147898.2,-100.0,0.0
100.0,-17838.77405768713,-172518242274277.2,0.0056812246,-208648040293895.22,-99.08805718885665,0.0
100.0,-17938.77405768713,-29929981323072.547,0.0071895896,-31355856046486.44,-100.0,0.0
100.0,-18038.77405768713,-129454737166011.98,0.006973241,-259427377906413.78,-100.0,0.0
100.0,-18119.821379895264,-325487537530171.7,0.005454792,-110668081210522.48,-81.04732220813568,0.0
100.0,-18112.810801844156,-41514273878134.81,0.0043415665,-170766694099451.22,7.010578051106214,0.0
100.0,-18191.166227237205,-49749277408378.086,0.004243034,-51306313007910.85,-78.35542539304791,0.0
100.0,-18291.166227237205,-67563833900044.29,0.0049630497,-68058735147980.47,-100.0,0.0
100.0,-18391.166227237205,-28870914218660.582,0.011950401,-28325396612605.63,-100.0,0.0
100.0,-18491.166227237205,-364526295915665.7,0.0061489535,-143918798430492.28,-100.0,0.0
100.0,-18591.166227237205,-64161798181792.98,0.0054710354,-285745705505663.75,-100.0,0.0
100.0,-18691.166227237205,-89677855808508.17,0.006581913,-72535932302315.8,-100.0,0.0
100.0,-18788.5693991272,-50749743290596.41,0.00584039,-65612531399975.56,-97.40317188999417,0.0
100.0,-18888.5693991272,-68332898212978.45,0.011489323,-34349446261360.93,-100.0,0.0
100.0,-18988.5693991272,-88620733624143.89,0.0059027136,-108739242181583.98,-100.0,0.0
100.0,-19051.430814311465,-122791829045936.39,0.0035284061,-125126209836644.23,-62.86141518426702,0.0
100.0,-19149.356642039227,-36540472705274.36,0.0049877316,-44242275786535.95,-97.92582772776174,0.0
100.0,-19249.356642039227,-62840664388815.92,0.008051744,-63511916204626.125,-100.0,0.0
100.0,-19348.23466520003,-194061238796108.75,0.0048295506,-190247547513460.56,-98.87802316080489,0.0
100.0,-19423.97061926394,-52472173400687.98,0.0043332945,-250064341703326.5,-75.73595406390676,0.0
100.0,-19523.97061926394,-79173059500515.34,0.0087226555,-170892579657079.28,-100.0,0.0
100.0,-19619.39807429945,-48185194466472.875,0.0040000007,-47020110203826.75,-95.4274550355128,0.0
100.0,-19716.060295138515,-59669144933583.33,0.0043267757,-59527979616463.21,-96.66222083906595,0.0
100.0,-19816.060295138515,-38747984568971.17,0.008446953,-86102818605974.92,-100.0,0.0
100.0,-19916.060295138515,-29692029087835.406,0.0132199675,-33643371613278.695,-100.0,0.0
100.0,-20012.541667318488,-44202130475360.914,0.0067278547,-40336638403664.07,-96.4813721799714,0.0
100.0,-20112.464180089235,-33071707871560.93,0.0054345713,-29522635804950.023,-99.9225127707451,0.0
100.0,-20212.464180089235,-38837177990610.61,0.0077920035,-24938494919220.22,-100.0,0.0
100.0,-20307.547411190764,-50111450688953.29,0.0038047421,-56908443008694.25,-95.08323110153088,0.0
100.0,-20403.33284702219,-17830031534158.0,0.009477104,-33260179536327.625,-95.78543583142502,0.0
100.0,-20498.829128404435,-30727407013272.21,0.006695404,-56653620372210.06,-95.4962813822448,0.0
100.0,-20598.794766153005,-26664775014113.766,0.0068569137,-79086186826915.19,-99.96563774856867,0.0
100.0,-20654.793521015916,-18772953567806.75,0.0049725324,-17710738668390.027,-55.998754862910076,0.0
100.0,-20749.081694548087,-36555725005685.46,0.005151525,-38205106869277.43,-94.2881735321702,0.0
100.0,-20848.96443340333,-49354082977305.5,0.006284627,-81491925217481.14,-99.8827388552416,0.0
100.0,-20948.96443340333,-50723873974033.29,0.012174401,-53477443909398.81,-100.0,0.0
100.0,-21047.50716062364,-40815914787985.875,0.0046280306,-46624005440812.84,-98.54272722031067,0.0
100.0,-21147.50716062364,-34736269180294.23,0.011530919,-52311056859854.96,-100.0,0.0
100.0,-21208.219058832827,-20867683172868.906,0.005085751,-33598001896687.42,-60.71189820918475,0.0
100.0,-21308.219058832827,-66215063823936.32,0.0072965347,-47139020556015.92,-100.0,0.0
100.0,-21340.376519060323,-188576469802088.06,0.003893893,-196024728562329.2,-32.15746022749649,0.0
100.0,-21440.376519060323,-51516675429350.91,0.009446984,-48370881855103.55,-100.0,0.0
100.0,-21530.453257516037,-97346651530704.97,0.0034230126,-97702035708336.89,-90.07673845571559,0.0
100.0,-21626.368302929935,-18240012565921.19,0.003951517,-59514396463765.89,-95.91504541389648,0.0
100.0,-21726.368302929935,-45868928659106.08,0.005554401,-45451794437196.336,-100.0,0.0
100.0,-21808.16190896192,-44297882928368.49,0.0048130555,-46527964628002.055,-81.79360603198435,0.0
100.0,-21898.50866938584,-29724254424705.875,0.004021765,-29437902634495.316,-90.34676042391924,0.0
100.0,-21971.063115739948,-27148797621536.676,0.0114037255,-38710771764797.81,-72.55444635410893,0.0
100.0,-22071.063115739948,-46811748254007.34,0.006000999,-43668678357275.06,-100.0,0.0
100.0,-22164.362734681257,-9770038224708.428,0.0041596764,-23208699683435.71,-93.2996189413107,0.0
100.0,-22264.362734681257,-49114242388843.64,0.0075023426,-52340420881786.21,-100.0,0.0
100.0,-22364.362734681257,-13859663418612.42,0.0062229536,-14485612933889.715,-100.0,0.0
100.0,-22464.362734681257,-56425514955544.99,0.007448194,-41075380064709.23,-100.0,0.0
100.0,-22538.554114123624,-10854937703498.832,0.0039225374,-33876939858402.66,-74.19137944236552,0.0
100.0,-22638.554114123624,-41875913837455.74,0.00539439,-74495448306757.0,-100.0,0.0
100.0,-22738.554114123624,-75885614251124.61,0.011954901,-76207943804770.05,-100.0,0.0
100.0,-22838.225336567128,-20141698244101.47,0.005735166,-24824755053090.887,-99.67122244350287,0.0
100.0,-22904.664673096595,-18204773019693.305,0.00436052,-14120266399449.197,-66.43933652946838,0.0
100.0,-22972.127590393156,-170985675452840.25,0.0027574578,-172152559278881.44,-67.46291729656086,0.0
100.0,-23072.07560053354,-43421496080392.28,0.0067292172,-46032075369483.79,-99.94801014038077,0.0
100.0,-23133.870705045698,-45068619865697.68,0.0056533245,-39801295748578.01,-61.79510451216001,0.0
100.0,-23230.329764749924,-22245183097806.285,0.0056672175,-23435880590766.777,-96.45905970422638,0.0
100.0,-23330.329764749924,-17918443366484.812,0.0067819986,-23796646872593.48,-100.0,0.0
100.0,-23430.329764749924,-72152536700269.95,0.005110013,-74960461997672.55,-100.0,0.0
100.0,-23530.329764749924,-21641359570216.94,0.008106734,-22701623879486.227,-100.0,0.0
100.0,-23627.933506431076,-17952336858645.94,0.00427255,-20792699436380.324,-97.60374168115152,0.0
100.0,-23703.43000508792,-21801688865633.64,0.00327325,-24492992601589.316,-75.49649865684346,0.0
100.0,-23803.43000508792,-34580087438202.402,0.010547857,-38284283204279.805,-100.0,0.0
100.0,-23894.77399948715,-70875906782535.48,0.0033281578,-73121773046243.22,-91.34399439923044,0.0
100.0,-23986.94955394711,-102372454267280.08,0.010687654,-101822783800226.97,-92.17555445995677,0.0
100.0,-24086.11694919722,-122465511427831.2,0.0035212957,-115740730007791.56,-99.1673952501109,0.0
100.0,-24186.08420738097,-56892222143956.93,0.0062413597,-59325950474817.31,-99.96725818374927,0.0
100.0,-24278.73985332147,-8474228687740.967,0.0056403372,-18334409887926.98,-92.65564594049948,0.0
100.0,-24377.489468030162,-15761008048536.408,0.0065149846,-12377537197373.938,-98.74961470869344,0.0
100.0,-24445.241316060725,-8586042162726.016,0.0033809538,-15609797020547.027,-67.7518480305637,0.0
100.0,-24506.074177723178,-14346225178641.674,0.0029708552,-14072927921710.734,-60.8328616624534,0.0
100.0,-24603.89838880338,-15600413931339.947,0.009622285,-11835131378895.93,-97.82421108020165,0.0
100.0,-24703.89838880338,-30147019602566.93,0.0068476982,-27397710484739.832,-100.0,0.0
100.0,-24784.51899644031,-9795833255674.537,0.0079776775,-10928964392183.672,-80.62060763692989,0.0
100.0,-24884.51899644031,-78083117812462.33,0.00544505,-68235799609743.63,-100.0,0.0
100.0,-24984.494584112534,-52457025970312.516,0.0055668186,-65489590606542.87,-99.97558767222296,0.0
100.0,-25084.494584112534,-17354230279256.838,0.009591795,-16477294359705.748,-100.0,0.0
100.0,-25124.89601415752,-42170881033225.7,0.0082334615,-44391236629923.62,-40.40143004498503,0.0
100.0,-25224.89601415752,-95377456574620.75,0.00852211,-122136493159097.12,-100.0,0.0
100.0,-25324.89601415752,-60932273495196.62,0.015428722,-79532319264437.61,-100.0,0.0
100.0,-25424.89601415752,-29157355988269.434,0.013712499,-27291888472878.883,-100.0,0.0
100.0,-25524.89601415752,-22587443641017.082,0.008152585,-11099582516723.762,-100.0,0.0
100.0,-25620.205411494862,-10097697414568.47,0.004549695,-24996936910917.523,-95.3093973373445,0.0
100.0,-25719.094394886084,-49174707069620.625,0.0065997615,-21553992735628.6,-98.88898339122208,0.0
100.0,-25819.094394886084,-25624892947829.754,0.0074971565,-56240588497125.484,-100.0,0.0
100.0,-25919.094394886084,-67269635444266.2,0.0072470177,-88884918215755.84,-100.0,0.0
100.0,-26014.822990629997,-154230106744394.72,0.004040061,-90825422194084.1,-95.72859574391141,0.0
