0.0025992,-0.001763,0.155,-0.71282,-0.22577,0.66401,-0.3591,0.35115,0.63176,-0.8186,0.42677,1.227,-0.66321,-0.18917,0.40001
0.061773,0.070323,0.155,-0.85755,0.054969,0.51146,-0.61889,-0.81468,1.1056,-0.18926,-0.11371,1.223,-0.066339,0.12509,0.42236
-0.042959,-0.044006,0.155,-0.18987,-0.98103,-0.039191,0.49709,0.46231,0.17949,0.45192,0.695,0.061669,-1.0371,-1.0965,-0.31373
0.068687,0.060405,0.155,-0.60838,-0.51203,-0.60637,-0.10956,-0.70686,0.23793,-0.26344,-0.85988,-0.6162,-0.041913,-0.23888,-0.013659
3.9435e-05,0.00017234,0.155,-0.89495,0.061875,0.44185,-0.66998,-0.036938,0.5741,-1.1227,0.2894,1.3705,-0.59552,0.15125,0.68289
-0.050257,0.049584,0.155,-0.24704,-0.96858,-0.028625,0.55581,1.3574,0.61369,-1.2018,-0.41547,0.15827,-0.72639,-0.44359,-0.075142
0.013976,-0.024335,0.155,-0.25435,-0.9621,0.098347,0.2243,0.6875,0.64767,-0.23974,0.49056,0.61396,-0.7565,-1.4371,-0.38953
-0.061401,-0.049483,0.155,-0.34664,0.61077,-0.7119,-0.63953,-0.30637,0.060457,-1.6984,-0.29258,0.15603,-0.36849,0.71599,0.58252
0.03753,-0.081344,0.155,-0.87815,0.43878,0.19057,-0.13592,-0.12909,0.031567,-0.30451,-0.57741,0.23231,-0.44208,-0.20367,1.4441
-0.028877,0.066052,0.155,0.62628,0.65142,-0.42829,0.3007,-1.5231,-0.95897,0.98424,0.49532,-0.29262,0.51178,0.31838,0.038761
0.0024034,0.0011755,0.155,0.84747,0.35924,0.39081,0.33753,-0.38144,-0.83265,1.1434,0.35774,-1.1556,0.80666,0.58649,-0.35084
0.083304,-0.027825,0.155,-0.36575,-0.74663,-0.55566,0.058884,0.09696,0.84298,-0.23893,-0.66381,0.14341,-0.29841,-1.1148,-1.3003
0.0046786,0.029268,0.155,-0.89751,-0.41042,-0.16132,-0.65407,0.40598,1.1384,-1.0665,-0.45608,1.1814,-0.54746,-0.28174,0.27611
-0.010121,0.028691,0.155,0.23262,0.057195,0.97088,0.47493,0.55895,-0.19174,0.66591,0.57892,-0.17254,0.068979,0.019542,-0.2164
0.020147,-0.027182,0.155,-0.63643,-0.75266,0.16871,-0.0090729,0.50656,0.73077,-0.5016,0.24726,1.2548,-0.89864,-1.1867,0.12069
-0.00013219,0.041383,0.155,-0.42296,0.90429,0.057916,-0.96656,-1.1531,0.02766,-0.33246,0.71455,0.63752,0.10952,0.45203,0.4443
-0.048018,0.021937,0.155,-0.70873,-0.57358,-0.41075,-0.023596,0.91778,0.60152,-1.5954,0.29785,0.39315,-0.94011,-0.40072,0.088371
0.012153,0.087822,0.155,-0.51082,-0.69889,-0.50061,-0.30326,-0.29715,0.84043,-0.51369,-1.0805,-0.19709,-0.172,-0.29212,-0.065574
-0.072289,-0.03661,0.155,-0.28003,-0.25059,-0.92671,-0.071294,0.059093,0.16394,-1.1374,0.112,0.10575,-1.2578,-0.19666,0.19665
-0.048927,-0.0042321,0.155,-0.06653,0.75806,-0.64879,-1.0137,-0.81135,-0.12874,-0.82322,-0.27373,0.061163,0.68024,0.7696,0.36791
-0.029868,-0.026626,0.155,0.40046,-0.83617,0.37476,0.77067,0.58882,0.038116,1.1672,0.38771,-0.32263,-0.16734,-1.1353,-0.70978
-0.017066,-0.048593,0.155,-0.66843,0.57652,-0.46993,-0.45592,-0.29114,0.12929,-1.249,-0.61634,0.4756,-0.79705,0.4944,0.99638
-0.0761,0.028683,0.155,-0.086807,-0.94426,-0.31756,0.99991,0.90864,0.38257,-1.1528,0.061416,0.13123,-1.0219,-0.40134,-0.043123
-0.032106,0.0098434,0.155,-0.10755,-0.16407,0.98057,0.38528,0.53255,0.020541,0.57317,0.60151,0.039213,-0.11799,-0.091369,-0.16635
-0.0010828,7.7871e-05,0.155,-0.74136,-0.22552,-0.63208,-0.36041,0.1747,0.66145,-1.1409,-0.45176,0.92742,-0.69353,-0.45456,0.38121
-0.031128,0.045886,0.155,0.2221,-0.38492,-0.89583,-0.024398,-0.36601,0.04233,-0.43693,-0.78306,-0.16497,-0.04637,-0.18599,0.0010442
-0.031152,0.008833,0.155,0.077316,-0.63514,0.76852,0.91113,1.0652,0.16734,0.62392,0.31028,-0.065725,-0.46028,-0.63222,-0.38741
-0.020327,-0.026733,0.155,0.34678,-0.54194,-0.76554,0.54593,0.40148,0.1518,0.27995,-0.27927,-0.33895,-0.36899,-1.4041,-0.54995
0.054681,-0.013301,0.155,0.079646,0.41579,0.90597,-0.20129,-0.23906,-0.43945,0.074886,0.37326,0.74487,0.10807,0.84044,0.90738
0.086111,-0.016525,0.155,0.83469,0.17854,-0.52097,0.20334,0.17013,-0.78275,0.36849,1.2489,-1.3893,0.39394,0.68345,-0.4698
0.022793,0.070846,0.155,-0.40671,0.053406,-0.91199,-0.47215,-1.2847,-0.0037105,-0.23374,-0.20852,0.094818,0.041426,0.038331,0.20657
0.014856,0.044452,0.155,-0.043042,0.83053,0.55531,-0.44799,-0.57556,-0.17764,0.055582,0.9263,0.55707,0.1043,0.39626,0.29608
-0.081028,-0.035843,0.155,-0.56614,-0.76735,0.3011,0.31791,0.36452,0.11145,0.51837,0.78575,0.18503,-1.0218,0.03278,-0.0011761
0.059165,0.048497,0.155,-0.48216,0.52181,-0.70374,-0.44794,-1.5188,-0.79571,-0.2637,-0.45558,0.37582,0.070303,0.14973,0.62564
-0.016605,-0.0010413,0.155,-0.47489,0.1929,0.85865,-0.41257,-0.11273,0.074707,-0.32922,0.73885,0.47636,-0.068466,0.47066,0.30966
0.037845,0.062875,0.155,-0.58289,0.24013,0.77626,-0.60261,0.0012621,1.1321,-0.14973,0.30878,1.2647,-0.11798,0.1611,0.26716
-0.018992,0.0047956,0.155,-0.30697,-0.7555,0.57879,0.5225,1.1888,0.52076,-0.21386,0.4544,0.29501,-0.78894,-0.85841,-0.27372
0.052291,0.014952,0.155,-0.39714,-0.65422,-0.64365,0.1674,0.39878,0.77214,-0.15325,-0.75273,-0.42845,-0.17869,-0.63166,-0.55952
0.0027638,-0.028253,0.155,-0.28153,0.36719,-0.88651,-0.15316,-0.21116,0.075988,-0.48916,-0.78322,0.11671,-0.18657,-0.14403,0.32401
-0.041057,-0.0032642,0.155,-0.94862,0.16314,-0.27113,-0.784,-0.097128,0.30076,-1.6268,0.61542,0.53546,-0.48378,0.34222,0.46863
-0.051245,-0.060165,0.155,0.032517,-0.97699,-0.2108,0.59698,0.40108,0.10503,0.98136,0.63629,-0.046034,-0.81989,-1.2851,-0.53391
0.038231,-0.084652,0.155,0.58206,-0.6548,0.48212,0.09458,0.2617,0.096659,0.33069,0.96397,0.46392,0.099477,0.56482,-0.58889
0.019787,0.023993,0.155,0.39576,0.91108,-0.11536,-0.21407,-1.3347,-1.0998,0.28961,0.5319,-0.4812,0.48325,0.7151,0.38229
0.0046348,-0.059385,0.155,0.47106,-0.41978,-0.77581,0.30692,0.17435,0.033196,0.39246,0.23157,-0.51504,0.28883,-1.2279,-1.0933
